roof_area_m2,roof_height_m,roof_type,roof_covering,labor_count,duration_days
324.5,1.62,Flat,RC Slab,11,28
142.5,2.67,Flat,RC Slab,12,22
273.7,1.85,Lean-to,Metal Sheets,5,17
150.5,2.92,Flat,RC Slab,9,26
219.2,1.45,Lean-to,Metal Sheets,14,9
235,4.07,Flat,RC Slab,3,50
298.2,2.93,Hip,Clay Tiles,7,38
68.3,1.84,Hip,Asbestos Sheets,15,5
125.2,1.09,Hip,Concrete Tiles,4,24
252.6,2.21,Hip,Clay Tiles,6,43
207,1.75,Gable,Concrete Tiles,8,22
188.8,1.94,Hip,Concrete Tiles,11,22
82.6,3.51,Hip,Clay Tiles,5,19
153.1,2.74,Gable,Concrete Tiles,13,13
314.9,1.82,Gable,Clay Tiles,5,36
71.8,2.64,Lean-to,Metal Sheets,7,6
164.2,2.03,Hip,Metal Sheets,10,12
363.9,4.07,Lean-to,Asbestos Sheets,2,37
80.9,1.24,Hip,Clay Tiles,12,10
266,3.06,Lean-to,Metal Sheets,11,11
133.1,3.17,Lean-to,Metal Sheets,13,6
315.7,1.43,Gable,Clay Tiles,5,39
264.6,1.81,Lean-to,Concrete Tiles,7,22
325.6,2.31,Gable,Concrete Tiles,14,17
124.3,3.49,Hip,Metal Sheets,2,27
198.2,2.6,Lean-to,Metal Sheets,8,11
277.2,2.86,Gable,Metal Sheets,8,13
130.5,3.2,Hip,Clay Tiles,8,21
127.4,3.34,Hip,Clay Tiles,8,20
69.9,2.48,Gable,Clay Tiles,12,8
375.1,2.55,Gable,Clay Tiles,4,41
251.9,3.02,Gable,Asbestos Sheets,14,11
227.9,2.05,Gable,Metal Sheets,14,9
263.9,3.44,Flat,RC Slab,4,42
198.3,1.15,Hip,Concrete Tiles,15,15
183.8,1.88,Hip,Concrete Tiles,5,31
177.1,3.25,Flat,RC Slab,2,42
229.4,2.22,Gable,Concrete Tiles,7,25
121.3,1.74,Gable,Concrete Tiles,13,10
326.9,1.85,Lean-to,Asbestos Sheets,13,13
290.4,2.59,Lean-to,Asbestos Sheets,11,14
153.3,3.41,Hip,Metal Sheets,13,9
211.2,1.45,Gable,Clay Tiles,5,31
108,1.22,Lean-to,Clay Tiles,14,9
388.8,2.46,Lean-to,Metal Sheets,10,11
335.4,3.92,Hip,Clay Tiles,3,60
347.2,2.09,Gable,Metal Sheets,3,30
149.4,3.94,Gable,Clay Tiles,5,26
114.5,3.57,Hip,Clay Tiles,2,35
123.4,2.09,Lean-to,Metal Sheets,5,10
94.3,3.31,Flat,RC Slab,15,13
102.8,2.94,Gable,Clay Tiles,5,18
88.4,2.55,Flat,RC Slab,10,14
412.9,2.38,Lean-to,Concrete Tiles,15,16
89.3,3.3,Hip,Metal Sheets,5,12
105.9,3.23,Lean-to,Metal Sheets,11,6
297.1,3.13,Hip,Asbestos Sheets,8,20
211.7,4.38,Gable,Concrete Tiles,5,34
275.3,2.49,Hip,Metal Sheets,15,14
226.5,3.28,Hip,Clay Tiles,11,28
323.7,3.47,Lean-to,Metal Sheets,8,16
228.8,1.92,Hip,Clay Tiles,13,23
195.7,1.3,Hip,Clay Tiles,14,19
252.9,2.35,Hip,Metal Sheets,12,13
176.6,3.44,Hip,Clay Tiles,14,19
152.5,2.11,Hip,Concrete Tiles,6,22
181.6,2.97,Flat,RC Slab,6,29
114.6,1.01,Hip,Concrete Tiles,5,20
284.1,2.25,Hip,Clay Tiles,11,30
133.7,2.77,Flat,RC Slab,13,19
111,1.68,Gable,Clay Tiles,11,13
130.7,3.6,Flat,RC Slab,10,19
303.8,1.76,Hip,Concrete Tiles,12,21
149,3.66,Hip,Metal Sheets,4,21
243.9,1.93,Flat,RC Slab,7,31
310.6,4.29,Lean-to,Metal Sheets,11,13
90.5,2.75,Lean-to,Clay Tiles,2,20
271.7,1.51,Hip,Metal Sheets,14,12
143.9,1.42,Gable,Concrete Tiles,4,20
124.4,1.47,Flat,RC Slab,13,16
244.8,2.71,Hip,Clay Tiles,10,27
339.5,3.28,Flat,RC Slab,13,31
141.2,2.34,Hip,Metal Sheets,12,10
208.5,2.42,Lean-to,Asbestos Sheets,9,14
140,2.71,Gable,Clay Tiles,12,12
204.4,2.6,Hip,Asbestos Sheets,6,23
223.8,2.94,Gable,Asbestos Sheets,10,15
220.4,2.47,Hip,Concrete Tiles,14,20
224.3,3.01,Flat,RC Slab,3,45
106.6,4.36,Hip,Metal Sheets,6,12
246.4,2.24,Hip,Concrete Tiles,2,58
240.2,1.07,Lean-to,Asbestos Sheets,9,13
242.8,1.66,Lean-to,Asbestos Sheets,12,13
89.3,2.64,Hip,Clay Tiles,2,29
176.4,2.23,Lean-to,Metal Sheets,9,9
167.2,3.82,Hip,Clay Tiles,7,27
93.3,2.8,Lean-to,Concrete Tiles,12,7
125.6,2.57,Gable,Clay Tiles,5,18
175,3.25,Gable,Metal Sheets,4,18
263.5,2.04,Gable,Concrete Tiles,3,46
128.7,3.32,Gable,Clay Tiles,7,18
298.2,0.93,Hip,Asbestos Sheets,8,20
202.1,2.78,Gable,Concrete Tiles,14,14
270,3.79,Flat,RC Slab,8,36
182.9,3.22,Gable,Clay Tiles,4,33
189.7,3.43,Gable,Clay Tiles,11,18
223.2,2.33,Lean-to,Metal Sheets,2,30
351.3,3.33,Flat,RC Slab,6,42
187.8,2.63,Lean-to,Metal Sheets,11,9
197.5,2.78,Hip,Clay Tiles,5,37
217.9,1.39,Gable,Concrete Tiles,10,21
261.5,1.89,Hip,Clay Tiles,8,30
88.5,2.63,Hip,Clay Tiles,15,9
194,1.39,Gable,Clay Tiles,6,25
185.2,3.08,Lean-to,Metal Sheets,14,9
347.1,3.39,Flat,RC Slab,10,31
188.2,3.71,Flat,RC Slab,12,26
181.8,1.58,Hip,Asbestos Sheets,4,22
378.5,3.82,Flat,RC Slab,2,60
177.4,1.43,Gable,Clay Tiles,12,15
117,2.48,Lean-to,Metal Sheets,8,7
124.5,3.39,Hip,Concrete Tiles,6,23
95.9,1.45,Gable,Asbestos Sheets,14,5
44.3,1.13,Gable,Metal Sheets,6,5
172.8,1.18,Flat,RC Slab,8,28
273.3,2.55,Lean-to,Asbestos Sheets,12,13
260.1,3.29,Lean-to,Concrete Tiles,15,14
72.5,1.67,Flat,RC Slab,14,10
208.8,1.66,Lean-to,Asbestos Sheets,11,11
111.1,2.67,Flat,RC Slab,3,28
360.7,1.98,Gable,Asbestos Sheets,3,34
114.1,3.05,Flat,RC Slab,11,16
225.2,3.87,Gable,Clay Tiles,9,23
148.1,3.15,Gable,Metal Sheets,3,18
229.8,3.52,Hip,Metal Sheets,11,15
168,2.57,Gable,Asbestos Sheets,15,10
269.7,3.36,Lean-to,Metal Sheets,2,30
127.4,1.84,Lean-to,Asbestos Sheets,13,6
337.1,1.44,Hip,Clay Tiles,6,35
190,2.86,Flat,RC Slab,7,31
268.3,1.35,Hip,Concrete Tiles,12,22
307.4,3.59,Gable,Clay Tiles,5,35
437.4,2.95,Gable,Concrete Tiles,4,39
126,3.89,Gable,Concrete Tiles,15,10
139.4,2.16,Gable,Clay Tiles,6,20
131.5,2.5,Gable,Clay Tiles,4,29
134.2,3.08,Gable,Clay Tiles,11,15
212.3,2,Gable,Concrete Tiles,5,28
420.4,2.61,Lean-to,Asbestos Sheets,12,13
413.7,2.87,Gable,Metal Sheets,2,35
197,4.09,Gable,Clay Tiles,9,24
229,3.09,Hip,Metal Sheets,7,20
312.4,1.64,Hip,Concrete Tiles,15,20
354.7,2.48,Hip,Clay Tiles,9,36
121.8,2.71,Gable,Clay Tiles,14,11
197.4,1.73,Flat,RC Slab,5,35
299.6,2.4,Hip,Concrete Tiles,8,31
143,2.1,Flat,RC Slab,13,18
174.7,1.64,Hip,Clay Tiles,4,32
405.9,2.55,Hip,Clay Tiles,14,25
405,1.79,Hip,Clay Tiles,12,29
337.3,2.72,Gable,Clay Tiles,11,23
284.9,1.8,Hip,Clay Tiles,5,43
135.5,3.03,Gable,Clay Tiles,13,12
146.9,1.88,Gable,Metal Sheets,13,8
202.5,3.6,Flat,RC Slab,6,34
206.2,1.19,Gable,Concrete Tiles,10,17
191.3,2.57,Gable,Clay Tiles,2,47
228.3,2.18,Flat,RC Slab,7,35
167.1,1.95,Hip,Concrete Tiles,4,28
265.8,2.47,Lean-to,Metal Sheets,9,12
149.7,3.39,Lean-to,Metal Sheets,9,9
149.1,3.69,Lean-to,Metal Sheets,9,11
104.6,2.14,Hip,Clay Tiles,11,13
118.7,1.76,Gable,Concrete Tiles,14,10
307.8,3.03,Flat,RC Slab,4,46
176.3,2.7,Flat,RC Slab,5,30
126.8,1.89,Flat,RC Slab,5,24
269.6,3.14,Gable,Concrete Tiles,14,18
204.3,2.57,Gable,Clay Tiles,3,40
66.3,2.86,Gable,Concrete Tiles,2,16
145.9,2.26,Gable,Asbestos Sheets,4,17
116.2,2.41,Gable,Clay Tiles,12,13
234.2,1.83,Lean-to,Metal Sheets,10,11
136.8,3.12,Gable,Concrete Tiles,14,13
86.2,1.76,Flat,RC Slab,4,21
82.4,3.19,Lean-to,Asbestos Sheets,7,7
212.1,3.25,Hip,Metal Sheets,9,15
66.7,3.1,Hip,Metal Sheets,3,11
307,1.14,Flat,RC Slab,14,24
111.4,2.07,Gable,Clay Tiles,13,10
219.3,2.47,Hip,Clay Tiles,4,45
175.9,2.73,Lean-to,Asbestos Sheets,13,10
175.4,3.71,Flat,RC Slab,8,28
88.5,2.29,Lean-to,Metal Sheets,6,7
286.6,3.51,Lean-to,Clay Tiles,15,16
329.7,1.78,Hip,Clay Tiles,9,31
59,2.28,Flat,RC Slab,5,15
116.5,1.36,Flat,RC Slab,13,16
336,3.09,Flat,RC Slab,12,33
203.1,1.74,Flat,RC Slab,4,35
110.2,2.03,Flat,RC Slab,11,18
121.6,3.18,Lean-to,Metal Sheets,10,6
235.5,2.6,Gable,Concrete Tiles,5,35
257,1.09,Flat,RC Slab,8,28
217.2,0.92,Gable,Clay Tiles,13,19
370.4,2.55,Hip,Metal Sheets,4,30
188.4,2.14,Lean-to,Metal Sheets,12,9
142.3,1.83,Lean-to,Asbestos Sheets,13,7
184,2.77,Hip,Concrete Tiles,15,17
155.7,1.96,Hip,Metal Sheets,6,15
126.1,2.72,Gable,Concrete Tiles,5,20
78.8,2.3,Gable,Asbestos Sheets,15,5
153.9,1.85,Gable,Metal Sheets,8,11
252.4,1.7,Lean-to,Metal Sheets,9,14
64.6,1.98,Gable,Metal Sheets,9,5
174.5,1.22,Lean-to,Clay Tiles,9,18
230.5,2.15,Gable,Clay Tiles,10,23
220.4,3.63,Flat,RC Slab,7,32
276.2,3.36,Hip,Concrete Tiles,7,34
289.9,2.28,Flat,RC Slab,7,37
252.5,2.68,Flat,RC Slab,11,29
98.1,2.67,Flat,RC Slab,13,16
183.5,3.35,Lean-to,Metal Sheets,9,11
218.4,1.98,Hip,Concrete Tiles,11,23
130.5,2.12,Gable,Clay Tiles,7,14
77.4,2.14,Gable,Metal Sheets,12,5
125.9,1.29,Flat,RC Slab,7,20
178.4,2.16,Hip,Clay Tiles,7,25
168.4,3.53,Hip,Concrete Tiles,2,45
116.1,3.67,Hip,Clay Tiles,5,23
295.9,1.61,Hip,Concrete Tiles,12,22
349.7,2.45,Lean-to,Metal Sheets,3,26
121.3,2.3,Flat,RC Slab,5,22
352.4,2.51,Flat,RC Slab,12,33
64.2,2.64,Flat,RC Slab,14,13
349.2,1.15,Lean-to,Asbestos Sheets,7,19
369.4,3.39,Hip,Clay Tiles,7,43
59.9,4.05,Lean-to,Metal Sheets,9,4
270.9,2.86,Gable,Clay Tiles,12,22
386.5,2.88,Flat,RC Slab,8,38
337.2,2.58,Flat,RC Slab,4,43
387,2.21,Hip,Asbestos Sheets,8,22
203.3,1.74,Gable,Clay Tiles,5,32
90.6,2.7,Hip,Concrete Tiles,11,12
307.4,1.32,Hip,Clay Tiles,3,55
221.4,3.33,Lean-to,Asbestos Sheets,10,12
221.7,2.38,Hip,Clay Tiles,3,51
169.2,2.37,Gable,Concrete Tiles,15,12
209.3,2.19,Hip,Clay Tiles,10,26
111,4.01,Hip,Clay Tiles,3,31
262.4,1.82,Gable,Clay Tiles,15,18
89.6,1.75,Hip,Clay Tiles,10,12
258.8,1.79,Hip,Concrete Tiles,10,26
307.1,2.87,Gable,Asbestos Sheets,2,42
182.8,4.25,Hip,Concrete Tiles,4,34
192.5,1.98,Hip,Asbestos Sheets,13,12
144.9,3.64,Lean-to,Metal Sheets,8,10
385.7,2.08,Hip,Clay Tiles,10,35
260,2.85,Gable,Clay Tiles,15,19
157.8,1.29,Lean-to,Metal Sheets,7,10
115.7,2.52,Hip,Clay Tiles,7,20
125.1,2.86,Gable,Metal Sheets,13,7
180.7,2.6,Lean-to,Asbestos Sheets,2,30
361.8,1.99,Gable,Concrete Tiles,8,29
260.3,3.35,Lean-to,Metal Sheets,13,12
124.2,4.02,Flat,RC Slab,5,27
312.2,2.45,Lean-to,Metal Sheets,6,21
159.9,2.82,Lean-to,Asbestos Sheets,8,11
308.4,3.22,Gable,Clay Tiles,3,58
129.7,2,Lean-to,Metal Sheets,2,20
222.9,3.47,Gable,Clay Tiles,5,38
350.4,2.09,Flat,RC Slab,14,29
133.1,3.18,Hip,Clay Tiles,5,28
246.2,1.61,Gable,Concrete Tiles,12,21
408.6,2.11,Gable,Clay Tiles,7,28
110.3,2.6,Gable,Clay Tiles,12,11
93.8,2.58,Gable,Asbestos Sheets,6,8
240,3.42,Gable,Asbestos Sheets,14,12
151.1,4.33,Lean-to,Metal Sheets,7,10
88.3,1.6,Hip,Concrete Tiles,13,9
183.6,2.07,Lean-to,Asbestos Sheets,13,12
267.5,2.25,Lean-to,Metal Sheets,8,16
139,2.49,Flat,RC Slab,11,18
150.1,2.52,Hip,Clay Tiles,3,39
305.5,3.44,Lean-to,Metal Sheets,8,16
195.2,3.16,Flat,RC Slab,7,30
304.1,1.13,Flat,RC Slab,15,26
176.3,2.44,Lean-to,Metal Sheets,15,7
370.2,2.78,Hip,Asbestos Sheets,12,16
232.6,2.45,Hip,Metal Sheets,15,11
101.7,1.68,Lean-to,Clay Tiles,15,8
325.3,2.33,Hip,Metal Sheets,12,15
187.1,2.36,Lean-to,Asbestos Sheets,10,10
108.2,1.85,Gable,Metal Sheets,4,11
110.8,3.12,Gable,Concrete Tiles,13,10
244.4,2.18,Hip,Concrete Tiles,4,45
79.4,2.71,Gable,Clay Tiles,4,16
139.3,2.56,Lean-to,Metal Sheets,14,7
107.7,3.52,Gable,Clay Tiles,3,23
175,1.65,Flat,RC Slab,3,36
168.5,1.62,Gable,Concrete Tiles,9,16
195.7,2.13,Lean-to,Metal Sheets,10,11
137.8,2.4,Hip,Concrete Tiles,2,37
72.4,2.13,Gable,Clay Tiles,7,12
221.6,3.14,Gable,Clay Tiles,5,29
158.9,2,Hip,Concrete Tiles,6,28
232.8,1.51,Lean-to,Metal Sheets,4,19
99.7,2.37,Lean-to,Clay Tiles,11,10
61.3,3.17,Gable,Clay Tiles,8,10
131.1,3.42,Hip,Clay Tiles,15,15
178.8,3.06,Gable,Clay Tiles,2,44
163.7,2.65,Hip,Metal Sheets,12,11
289.8,3.04,Hip,Concrete Tiles,14,26
159.9,2.93,Gable,Clay Tiles,8,18
197.9,1.98,Flat,RC Slab,11,30
215.5,2.63,Lean-to,Metal Sheets,8,13
66.8,3.16,Gable,Metal Sheets,10,5
193.9,2.17,Gable,Asbestos Sheets,14,10
152.3,2.86,Gable,Clay Tiles,9,17
170.2,2.49,Gable,Clay Tiles,10,15
97.4,2.54,Gable,Clay Tiles,15,9
278.6,1.53,Flat,RC Slab,8,31
361.7,2.89,Gable,Clay Tiles,4,40
67,3.48,Flat,RC Slab,11,14
217.8,1.72,Lean-to,Asbestos Sheets,11,11
271.2,2.27,Lean-to,Clay Tiles,5,29
138.9,1.34,Flat,RC Slab,12,18
280.5,1.22,Gable,Asbestos Sheets,2,38
227,4.22,Gable,Metal Sheets,6,19
352.1,2.52,Gable,Clay Tiles,13,21
399.3,2.25,Lean-to,Clay Tiles,10,23
77.3,2.08,Lean-to,Metal Sheets,10,5
176,4.11,Hip,Clay Tiles,10,21
202.4,2.02,Gable,Concrete Tiles,4,30
109.4,3.04,Hip,Clay Tiles,15,13
150.3,2.1,Gable,Metal Sheets,6,13
409.1,1.45,Lean-to,Clay Tiles,13,19
63.1,2.93,Gable,Metal Sheets,15,4
177.8,0.9,Hip,Metal Sheets,5,16
304.1,2.91,Hip,Clay Tiles,10,28
147.5,2.02,Gable,Clay Tiles,2,37
184.7,3.1,Hip,Metal Sheets,10,15
395.5,3.16,Lean-to,Asbestos Sheets,8,18
183.4,3.04,Gable,Asbestos Sheets,3,24
105.5,1.18,Hip,Clay Tiles,11,15
81.2,2.98,Hip,Clay Tiles,15,9
364.1,4.22,Gable,Clay Tiles,3,60
134.8,2,Gable,Concrete Tiles,14,11
191,2.07,Gable,Metal Sheets,13,9
94.5,3.3,Gable,Asbestos Sheets,9,8
170.8,1.77,Hip,Clay Tiles,14,17
352.8,2.88,Lean-to,Metal Sheets,6,17
190.5,3.12,Flat,RC Slab,12,30
387.5,1.27,Lean-to,Metal Sheets,11,12
133.3,2.64,Hip,Clay Tiles,10,18
191.1,2.68,Flat,RC Slab,13,23
312.1,2.14,Flat,RC Slab,14,27
176.8,3.52,Gable,Clay Tiles,13,18
137.8,1.78,Gable,Concrete Tiles,10,12
310.2,2.27,Hip,Concrete Tiles,15,20
162.7,3.42,Lean-to,Metal Sheets,9,9
198,1.86,Hip,Concrete Tiles,10,24
393.6,3.32,Gable,Metal Sheets,4,26
118.2,1.48,Lean-to,Metal Sheets,6,9
142.6,2.51,Gable,Clay Tiles,14,13
71.9,1.47,Lean-to,Asbestos Sheets,8,6
163.1,2.92,Lean-to,Asbestos Sheets,9,9
121,3.22,Lean-to,Asbestos Sheets,13,7
241.9,3.42,Lean-to,Metal Sheets,6,16
117.1,4.12,Gable,Concrete Tiles,5,20
240.2,2.9,Flat,RC Slab,2,49
134.3,3.16,Lean-to,Concrete Tiles,5,18
154.6,2.54,Flat,RC Slab,9,23
153.2,3.68,Gable,Clay Tiles,12,14
254.2,2.84,Gable,Clay Tiles,6,28
181.3,3.55,Gable,Asbestos Sheets,8,14
156,1.98,Hip,Clay Tiles,5,29
308.8,2.52,Hip,Metal Sheets,13,14
209.3,3.05,Lean-to,Asbestos Sheets,9,13
123.9,1.9,Lean-to,Metal Sheets,4,10
333.7,1.92,Flat,RC Slab,10,31
151.8,4.09,Gable,Metal Sheets,6,14
75.8,2.4,Hip,Concrete Tiles,14,9
188.5,1.84,Gable,Metal Sheets,5,16
103.8,2.2,Gable,Asbestos Sheets,14,6
129,2.33,Gable,Metal Sheets,11,7
265,2.79,Gable,Clay Tiles,3,53
105.5,3.73,Gable,Metal Sheets,12,8
288.4,4.18,Hip,Asbestos Sheets,12,18
357.6,2.85,Gable,Concrete Tiles,8,33
219.3,2.97,Gable,Concrete Tiles,4,33
252,2.18,Gable,Clay Tiles,8,23
253.1,3.45,Flat,RC Slab,10,29
418.8,1.94,Hip,Metal Sheets,3,35
151.5,1.59,Gable,Clay Tiles,6,25
113.1,4.04,Gable,Clay Tiles,11,12
194.9,3.47,Lean-to,Concrete Tiles,9,17
198.7,2.14,Hip,Asbestos Sheets,15,11
116.4,2.91,Flat,RC Slab,5,26
221.2,2.46,Hip,Asbestos Sheets,12,17
61.5,2.18,Lean-to,Metal Sheets,7,5
351.1,2.1,Lean-to,Metal Sheets,5,17
134.6,1.7,Hip,Concrete Tiles,15,11
76,2.63,Flat,RC Slab,10,16
99.6,2.43,Gable,Clay Tiles,9,13
129.4,2.55,Flat,RC Slab,6,24
136.6,1.93,Hip,Metal Sheets,14,9
72.8,3.81,Gable,Concrete Tiles,2,24
137.7,2.82,Lean-to,Metal Sheets,3,16
119.6,3.62,Lean-to,Metal Sheets,4,12
160,1.6,Gable,Clay Tiles,11,15
161.6,2.79,Lean-to,Asbestos Sheets,3,19
150.9,3.42,Gable,Metal Sheets,13,7
148.5,2.2,Hip,Clay Tiles,4,28
94.3,1.87,Lean-to,Metal Sheets,11,5
68.8,2.05,Gable,Clay Tiles,13,8
121.4,2.07,Hip,Clay Tiles,14,12
268.5,2.43,Flat,RC Slab,6,42
414.7,2.19,Gable,Asbestos Sheets,3,31
351.7,2.07,Hip,Concrete Tiles,12,29
191,2.85,Gable,Clay Tiles,8,22
198.3,1.36,Flat,RC Slab,15,19
145.5,2.22,Gable,Metal Sheets,4,17
275.1,2.95,Gable,Clay Tiles,10,27
271.6,1.82,Flat,RC Slab,3,42
304.8,1.94,Gable,Clay Tiles,8,26
331.1,1.89,Hip,Concrete Tiles,2,60
173.4,0.87,Flat,RC Slab,12,21
272.4,2.48,Lean-to,Metal Sheets,10,12
288.2,1.28,Gable,Concrete Tiles,3,40
144.1,2.07,Lean-to,Asbestos Sheets,8,9
352.2,4.3,Flat,RC Slab,7,39
95.6,3.7,Gable,Asbestos Sheets,11,7
422.2,1.93,Lean-to,Metal Sheets,8,15
273.6,2.15,Flat,RC Slab,8,32
95.3,2.46,Flat,RC Slab,13,14
234.3,3.4,Hip,Concrete Tiles,9,26
73.5,3.26,Flat,RC Slab,13,14
273.7,1.66,Lean-to,Metal Sheets,14,9
285.2,1.66,Hip,Concrete Tiles,13,24
218.1,2.37,Lean-to,Metal Sheets,15,9
310.8,3.5,Flat,RC Slab,11,33
96.7,3.54,Lean-to,Asbestos Sheets,9,7
137,1.6,Lean-to,Metal Sheets,9,8
168.5,2.68,Gable,Asbestos Sheets,4,19
77.3,1.76,Gable,Metal Sheets,13,4
176.8,2.94,Hip,Clay Tiles,11,22
134.7,3.69,Hip,Metal Sheets,14,9
163.4,2.44,Hip,Clay Tiles,11,23
171.1,1.5,Lean-to,Asbestos Sheets,8,11
322.3,2.69,Lean-to,Metal Sheets,6,15
135.8,2.36,Hip,Clay Tiles,15,15
330.1,3.29,Flat,RC Slab,12,31
171.3,2.22,Gable,Concrete Tiles,14,16
148.4,3.51,Hip,Concrete Tiles,10,21
190.6,2.07,Gable,Concrete Tiles,9,18
169.3,1.77,Hip,Concrete Tiles,2,49
133,2.15,Hip,Clay Tiles,2,40
190.6,1.25,Flat,RC Slab,11,24
110.6,2.09,Flat,RC Slab,5,23
153.9,2.87,Hip,Clay Tiles,3,42
207.6,1.72,Gable,Concrete Tiles,12,18
168.3,1.61,Gable,Concrete Tiles,10,16
295.6,1.69,Lean-to,Metal Sheets,3,30
132.9,1.48,Lean-to,Metal Sheets,8,8
386,3.51,Gable,Concrete Tiles,8,25
279.3,3.84,Gable,Concrete Tiles,2,50
383.8,1.33,Hip,Metal Sheets,10,19
302,3.13,Flat,RC Slab,7,37
108.3,3.07,Hip,Clay Tiles,14,13
196.9,4.35,Gable,Concrete Tiles,3,37
114.7,2.24,Hip,Concrete Tiles,13,12
293.2,2.1,Gable,Clay Tiles,2,54
212.8,2.44,Gable,Clay Tiles,12,20
134.3,3.44,Gable,Clay Tiles,12,14
352.4,3.05,Flat,RC Slab,7,40
101.5,2.47,Hip,Metal Sheets,5,12
207.1,2,Gable,Clay Tiles,3,39
255.7,3.04,Hip,Concrete Tiles,6,31
83.9,3.44,Hip,Concrete Tiles,11,9
216.7,2.34,Lean-to,Metal Sheets,12,13
292.2,2.9,Lean-to,Asbestos Sheets,4,27
87.1,2.34,Gable,Concrete Tiles,2,25
193.1,2.49,Lean-to,Metal Sheets,9,10
133.3,2.58,Flat,RC Slab,10,20
236.4,3.18,Flat,RC Slab,15,24
102.4,4.08,Hip,Metal Sheets,12,7
357.7,2.42,Gable,Concrete Tiles,9,24
330.7,2.22,Gable,Clay Tiles,10,28
118.1,2.29,Lean-to,Asbestos Sheets,11,8
147.4,1.69,Flat,RC Slab,8,21
213.8,2.13,Hip,Concrete Tiles,11,22
254.7,1.52,Hip,Clay Tiles,4,47
175.4,2.39,Gable,Asbestos Sheets,13,10
111.6,1.8,Gable,Concrete Tiles,14,9
98.4,2.23,Flat,RC Slab,8,18
444.4,3.23,Hip,Concrete Tiles,8,34
178.5,2.01,Lean-to,Metal Sheets,8,11
318.7,2.76,Flat,RC Slab,13,28
185.4,3.62,Flat,RC Slab,4,35
347.5,2.67,Lean-to,Metal Sheets,6,17
93.7,1.87,Gable,Clay Tiles,10,9
101.2,2.23,Flat,RC Slab,11,16
352.4,2.72,Flat,RC Slab,6,43
365.7,2.54,Gable,Concrete Tiles,3,41
145.5,1.74,Gable,Concrete Tiles,9,15
154.6,2.43,Gable,Metal Sheets,10,10
177.8,2.62,Gable,Clay Tiles,12,15
168.9,2.06,Hip,Metal Sheets,2,30
119,2.76,Gable,Metal Sheets,2,23
332.7,1.44,Flat,RC Slab,7,37
132.2,2.21,Gable,Metal Sheets,9,7
250.3,3.27,Gable,Metal Sheets,2,37
86.9,2.04,Gable,Metal Sheets,4,9
75.7,2.75,Gable,Clay Tiles,7,12
233.6,2.36,Lean-to,Asbestos Sheets,5,18
150.9,2.17,Gable,Asbestos Sheets,11,10
234.1,3.69,Gable,Concrete Tiles,2,51
95.5,2.23,Gable,Clay Tiles,14,9
367.6,1.98,Hip,Asbestos Sheets,4,32
265.5,3.66,Flat,RC Slab,8,34
320.6,3.1,Lean-to,Metal Sheets,15,9
106.9,2.93,Hip,Clay Tiles,11,14
146.7,1.34,Flat,RC Slab,15,18
157.7,1.68,Hip,Clay Tiles,2,41
199.8,2.82,Lean-to,Metal Sheets,12,10
141.6,1.91,Hip,Clay Tiles,3,34
84.6,1.96,Gable,Concrete Tiles,10,9
157.8,3.19,Flat,RC Slab,6,29
132.4,2.1,Lean-to,Concrete Tiles,12,11
161.8,1.45,Hip,Concrete Tiles,3,39
120.4,1.26,Lean-to,Metal Sheets,14,5
134,2.42,Lean-to,Asbestos Sheets,8,10
225.3,2.78,Gable,Metal Sheets,9,14
162.3,3.49,Lean-to,Metal Sheets,9,10
152.4,1.61,Flat,RC Slab,2,38
198.9,1.88,Hip,Clay Tiles,6,35
274.3,2.59,Hip,Concrete Tiles,11,26
160.1,2.27,Lean-to,Asbestos Sheets,15,7
213.8,2.49,Flat,RC Slab,15,23
382.4,3.73,Hip,Concrete Tiles,9,32
195.7,2.62,Gable,Clay Tiles,5,28
339.5,2.37,Hip,Metal Sheets,8,18
282.9,4.21,Lean-to,Asbestos Sheets,8,14
83.9,1.42,Flat,RC Slab,7,14
172.1,3.77,Gable,Concrete Tiles,7,25
248,2.53,Lean-to,Asbestos Sheets,14,10
407.6,2.54,Lean-to,Asbestos Sheets,7,22
179.3,3.72,Hip,Concrete Tiles,2,54
95.2,2.54,Gable,Concrete Tiles,12,9
206.6,2.41,Hip,Concrete Tiles,11,20
104.4,2.07,Gable,Concrete Tiles,7,13
266.6,2.87,Gable,Concrete Tiles,10,26
191.9,2.67,Flat,RC Slab,15,25
256.6,1.93,Lean-to,Asbestos Sheets,14,11
317.1,3,Hip,Concrete Tiles,13,22
225.9,2.84,Lean-to,Metal Sheets,10,11
221,2.33,Lean-to,Metal Sheets,2,28
267.8,0.96,Gable,Metal Sheets,9,15
304,2.43,Gable,Concrete Tiles,13,22
316.9,0.99,Flat,RC Slab,13,28
74.6,1.47,Lean-to,Metal Sheets,12,4
205,2.4,Hip,Clay Tiles,15,23
124.4,1.5,Flat,RC Slab,9,18
312.5,2.08,Flat,RC Slab,3,48
231.9,2.86,Flat,RC Slab,8,33
169.9,2.15,Flat,RC Slab,6,26
118.5,4.36,Gable,Clay Tiles,13,12
151,3.69,Gable,Asbestos Sheets,12,9
249.8,2.7,Gable,Metal Sheets,7,18
121.9,3.99,Lean-to,Asbestos Sheets,7,12
95.4,3.49,Lean-to,Metal Sheets,4,10
326.9,2.17,Lean-to,Asbestos Sheets,2,36
