paint_area_m2,painting_location,number_of_coats,floors,labor_count,duration_days
2306.54,Interior,3,2,9,40
242.21,Exterior,1,2,6,3
542.43,Interior,2,6,5,15
753.97,Exterior,2,1,13,8
1100.39,Both,2,2,4,37
149.44,Exterior,2,2,11,3
476.6,Interior,3,1,14,7
567.94,Interior,2,1,6,10
62.39,Both,4,2,7,4
2385.2,Interior,4,1,6,74
234.15,Exterior,3,3,2,24
182.51,Both,2,1,5,5
318.76,Both,3,2,6,12
341.3,Interior,2,1,2,17
465.53,Both,1,2,9,4
1385.4,Exterior,4,1,12,28
1053.06,Interior,3,4,5,38
154.44,Exterior,1,1,7,2
1184.13,Interior,2,2,19,9
749.16,Exterior,2,2,9,11
1006.23,Exterior,2,4,6,23
74.94,Interior,2,4,15,2
242.55,Exterior,3,1,4,12
713.16,Interior,3,1,14,10
429.05,Both,2,1,17,5
4956.2,Interior,2,3,1,524
1297.17,Both,2,9,15,21
213.14,Both,3,1,8,7
457.99,Both,3,9,1,139
1212.57,Both,3,2,11,24
995.94,Interior,2,3,2,54
183.8,Interior,3,1,5,7
52.71,Exterior,2,1,6,2
408.47,Interior,3,3,9,9
196.1,Both,1,1,7,3
4149.56,Interior,2,3,5,89
1944.82,Interior,2,2,10,20
1807.53,Interior,2,2,7,26
210.69,Both,1,1,16,2
223.38,Exterior,2,3,1,29
3929.36,Both,2,6,10,68
500.19,Interior,4,2,4,27
516.65,Interior,3,3,4,22
266.55,Both,3,7,9,10
481.78,Interior,3,1,10,9
1987.38,Interior,2,1,13,16
56.18,Exterior,3,2,2,7
59.14,Interior,1,4,14,1
1263.62,Interior,3,3,1,202
803.02,Interior,3,1,4,29
414.46,Interior,2,1,14,4
1456.23,Interior,3,1,11,21
98.85,Interior,2,1,9,2
3913.05,Exterior,4,2,5,183
326.41,Exterior,2,1,10,4
255.37,Interior,2,2,7,5
379.89,Interior,2,1,10,4
2098.1,Exterior,2,1,7,33
116.08,Interior,4,5,8,5
2135.67,Both,2,1,10,27
664.39,Interior,3,4,4,30
164.98,Interior,2,1,15,2
94.91,Exterior,2,1,7,2
4172.85,Exterior,3,2,13,63
81.54,Both,4,3,6,6
314.21,Exterior,1,1,15,2
107.41,Exterior,2,1,12,2
1014.5,Interior,1,1,8,7
286.18,Exterior,2,1,3,11
205.76,Interior,4,1,8,7
577.6,Interior,3,2,11,10
487.2,Both,4,2,13,13
1739.78,Interior,3,1,1,239
158.41,Interior,4,1,4,9
184.15,Interior,4,1,7,7
91.58,Interior,2,3,9,2
631.54,Both,2,4,11,10
745.98,Both,2,3,3,36
570.83,Interior,4,3,9,15
408.04,Exterior,2,1,3,16
95.68,Both,3,6,5,7
404.9,Interior,2,3,7,7
76.7,Both,3,1,2,9
164.72,Interior,2,1,2,8
143.69,Interior,3,3,9,5
698.87,Interior,2,3,8,10
1336.51,Both,1,1,6,15
230.7,Both,3,2,4,13
55.81,Interior,4,3,5,4
63.62,Both,3,3,16,3
193.54,Both,3,1,3,14
212.86,Exterior,4,1,14,6
2429.39,Both,2,2,8,41
592.64,Both,4,1,4,38
548.35,Exterior,4,1,7,19
224.44,Interior,2,2,15,3
1384.17,Interior,2,3,12,14
3714.18,Exterior,2,3,2,231
66.91,Both,2,2,7,2
790.4,Exterior,3,3,1,149
278.17,Both,2,1,7,6
444.53,Exterior,3,1,10,9
227.15,Both,2,1,4,8
4371.35,Interior,3,1,3,201
72.6,Interior,3,3,4,5
1127.82,Interior,3,3,12,18
3236.77,Interior,4,1,10,61
579.97,Both,1,2,11,5
1843.93,Interior,2,1,8,22
186.37,Exterior,3,5,7,8
225.53,Exterior,2,1,9,4
687.34,Interior,2,1,9,8
66.74,Both,2,3,7,2
107.17,Interior,4,7,12,5
168.28,Interior,3,2,2,14
646.39,Interior,2,4,7,11
125.4,Interior,2,2,10,2
88.91,Exterior,2,2,11,2
156.89,Both,3,1,11,5
80.37,Both,2,1,10,2
736.01,Exterior,2,4,10,11
471.4,Both,2,2,8,9
283.11,Interior,2,1,11,3
127.65,Exterior,2,6,10,3
707.72,Exterior,3,7,8,23
3498.84,Interior,3,2,7,76
86.06,Exterior,3,2,1,17
53.42,Exterior,1,1,2,2
992.59,Exterior,4,5,6,49
222.54,Interior,3,2,10,5
188.13,Interior,2,3,5,5
93.87,Interior,2,3,6,3
119.57,Interior,2,1,7,3
807.54,Exterior,2,1,5,18
1735.17,Interior,2,3,15,15
205.67,Both,1,2,9,2
141.48,Interior,2,1,12,2
1653.22,Both,3,4,4,95
661.09,Exterior,3,4,19,11
140.98,Interior,3,7,1,30
182.76,Both,2,1,6,5
717.18,Exterior,2,4,10,11
908.55,Exterior,3,3,11,18
742.71,Exterior,1,1,13,4
1084.81,Exterior,4,2,13,23
65.01,Interior,3,7,5,5
444.44,Exterior,3,2,3,28
149.5,Exterior,1,3,9,2
633.07,Both,2,3,8,12
302.72,Interior,2,2,7,5
94.7,Interior,2,2,13,2
1785.28,Exterior,2,2,5,42
575.06,Both,1,2,9,5
50.77,Both,2,3,10,2
590.18,Exterior,2,1,10,7
2240.02,Interior,2,1,8,26
196.62,Exterior,2,10,5,8
396.61,Interior,3,1,9,8
1356.01,Interior,3,9,2,154
2598.67,Interior,3,5,5,96
156.93,Interior,2,3,5,4
355.28,Exterior,1,2,10,3
590.75,Exterior,2,4,20,6
246.85,Interior,2,7,11,4
92.57,Exterior,3,3,10,4
2123.76,Interior,2,5,19,18
161.59,Both,2,2,8,4
563.65,Exterior,2,3,1,71
339.94,Both,3,1,7,11
738.82,Interior,2,5,3,31
169.06,Interior,2,3,20,2
1482.08,Both,2,6,7,37
232.03,Exterior,2,2,4,8
1114.02,Both,2,1,3,46
267.14,Exterior,2,1,8,5
373.34,Interior,2,4,15,4
51.22,Both,4,1,7,4
190.3,Both,3,1,2,19
770.63,Both,1,3,7,9
505.36,Interior,3,2,7,13
556.07,Exterior,2,1,3,21
218.34,Interior,4,1,5,10
123.65,Interior,1,1,1,7
580.01,Interior,2,1,3,19
446.79,Interior,2,2,8,6
207.89,Exterior,2,1,15,3
393.72,Both,3,1,5,16
373.01,Interior,2,1,12,4
178.86,Both,4,2,4,14
739.4,Both,3,1,5,29
256.29,Both,2,1,2,17
188.3,Interior,3,1,2,15
693.37,Exterior,2,2,4,21
354.21,Interior,2,1,9,5
3981.63,Interior,4,9,4,299
170.92,Interior,2,3,3,7
167.51,Exterior,1,1,5,3
514.35,Exterior,2,1,13,6
190.85,Exterior,2,2,12,3
465.03,Exterior,2,2,10,6
1791.24,Interior,3,4,14,26
192,Interior,2,6,10,3
78.69,Interior,3,3,6,4
1309.41,Exterior,3,5,6,48
759.5,Both,2,5,3,42
2143.05,Both,2,2,15,23
4955.12,Interior,2,1,5,91
663.84,Both,2,1,4,21
936.56,Both,2,1,15,10
726.69,Both,3,4,14,15
276.8,Interior,3,2,7,8
207.86,Interior,3,1,6,7
1590.49,Exterior,3,3,4,76
198.88,Interior,2,2,5,5
164.7,Exterior,2,4,2,12
872.8,Interior,2,4,15,9
873.58,Interior,4,1,7,25
748.27,Both,3,2,4,39
137.97,Interior,2,3,7,3
98.4,Exterior,3,2,9,4
176.57,Interior,3,1,4,8
1207.76,Exterior,2,1,11,13
386.11,Both,3,3,12,9
350.76,Interior,2,2,19,3
439.37,Interior,2,1,13,4
190.96,Interior,1,1,19,2
3309,Both,2,4,8,63
396.81,Both,4,1,10,12
148.08,Interior,2,2,2,8
3773.27,Interior,3,3,10,62
1191.63,Interior,2,1,6,19
471.77,Exterior,4,3,6,22
346.05,Exterior,4,6,8,15
2082.72,Interior,4,1,13,34
741.12,Interior,2,2,11,8
484.23,Exterior,3,1,4,21
2195.47,Both,3,1,2,202
668.24,Both,2,1,8,11
3056.89,Interior,2,3,8,41
193.49,Exterior,3,1,17,4
600.67,Interior,1,2,8,5
83.37,Interior,2,3,2,5
1839.45,Exterior,2,2,3,72
61.32,Exterior,3,4,5,4
104.14,Both,2,2,5,4
589.25,Interior,3,1,15,8
2571.38,Exterior,3,1,8,54
1776.8,Interior,2,1,8,21
1116.2,Interior,3,3,7,27
310.23,Both,1,1,9,3
126.3,Interior,1,2,7,2
235.99,Both,1,1,14,2
1504.56,Interior,3,1,20,15
117.79,Exterior,2,1,7,3
209.59,Both,1,2,6,3
205.74,Exterior,2,1,4,7
659.04,Exterior,1,1,1,36
214.73,Interior,4,3,6,10
2778.29,Interior,3,7,6,95
419.21,Interior,4,1,3,27
207.3,Both,2,1,6,5
86.22,Both,2,1,16,2
418.49,Both,3,2,5,18
184.88,Interior,3,1,2,15
294.32,Exterior,3,3,2,29
118.99,Exterior,3,1,7,5
164.99,Interior,4,2,11,5
135.97,Both,4,3,10,6
1234.75,Exterior,3,5,9,31
142.72,Both,4,2,4,11
152.23,Interior,3,2,5,6
56.51,Interior,3,1,6,3
164.26,Exterior,2,4,12,3
779.11,Exterior,3,3,18,12
530.91,Interior,4,1,2,50
540.75,Interior,2,1,12,5
83.3,Exterior,2,6,1,13
431.54,Both,3,1,5,18
387.52,Interior,3,2,1,59
252.84,Exterior,3,2,3,17
209.66,Interior,4,4,7,9
1036.93,Exterior,4,3,10,28
3943.35,Exterior,3,1,3,213
247.8,Both,4,4,9,10
3471.88,Interior,1,2,15,14
626.68,Interior,2,1,14,6
69.22,Both,2,3,8,2
432.02,Interior,3,4,1,75
101.95,Both,1,1,2,4
132.22,Interior,2,2,8,3
637.53,Both,2,1,1,78
397.58,Exterior,1,1,11,3
334.56,Interior,2,2,13,4
2874.08,Both,2,2,6,64
629.17,Both,2,3,7,14
338.71,Both,2,2,1,45
68.94,Both,4,2,5,6
133.73,Interior,2,2,5,4
183.11,Both,2,1,7,4
102.9,Interior,1,1,2,3
267.26,Exterior,3,1,17,5
794.62,Exterior,1,1,3,15
4288.61,Interior,3,2,3,213
195.08,Both,2,1,4,7
371.1,Exterior,2,7,1,60
51.37,Exterior,3,2,3,5
332.75,Interior,3,2,9,7
340.59,Interior,2,3,12,4
792.79,Exterior,3,3,8,20
4458.15,Both,4,1,5,218
2302.7,Interior,2,2,15,18
143.42,Interior,2,1,1,14
244.99,Interior,2,2,8,4
2814.76,Interior,2,1,4,65
2081.88,Exterior,4,1,4,113
1828.22,Both,2,1,11,22
4150.15,Interior,2,4,11,45
587.24,Both,2,1,2,37
183.74,Interior,2,3,15,2
1655.07,Interior,1,2,9,10
796.2,Interior,4,1,11,16
2955.18,Interior,4,1,8,69
195.24,Interior,1,3,5,3
1697.89,Interior,4,2,5,69
793.11,Interior,1,3,4,11
576.13,Exterior,4,1,11,14
3025.43,Both,2,1,4,93
1802.89,Exterior,3,2,11,31
2088.28,Both,2,9,10,43
4976.57,Exterior,2,2,4,145
1359.39,Interior,1,1,4,16
117.54,Interior,2,2,5,3
710.58,Exterior,1,1,6,7
1596.04,Both,2,1,6,33
1599.5,Both,2,1,10,20
461.92,Exterior,3,2,7,13
225.66,Exterior,2,5,3,12
620.88,Exterior,2,1,15,6
83.94,Interior,4,1,12,3
2438.85,Interior,3,1,4,85
670.12,Exterior,3,1,6,20
493.92,Exterior,1,2,5,7
2354.55,Interior,3,4,3,135
73.09,Interior,2,1,4,3
1170.68,Interior,4,7,8,41
1066.96,Both,3,3,7,34
409.42,Both,2,1,1,51
1821.57,Both,3,1,2,168
232.32,Interior,3,3,9,6
472.95,Both,2,4,8,10
159.99,Interior,2,4,13,3
1515.62,Both,2,2,14,17
1008.75,Exterior,3,1,11,17
204.09,Both,4,1,2,27
671.03,Exterior,1,1,1,37
2180.75,Exterior,2,1,3,79
656.24,Both,3,2,7,20
62.93,Interior,2,1,6,2
693.22,Both,2,9,14,12
284.6,Interior,2,8,7,7
1304.77,Interior,2,4,7,22
339.94,Interior,2,3,9,5
4733.86,Interior,2,1,4,109
325.72,Interior,4,3,1,71
2001.19,Both,2,2,14,22
326.96,Exterior,2,2,9,5
474.13,Exterior,1,1,15,3
3978.71,Interior,1,1,7,27
119.37,Interior,2,4,14,2
133.62,Interior,4,2,8,5
1334.95,Exterior,3,2,4,60
735.13,Exterior,2,1,6,14
724.6,Interior,3,1,14,10
130.49,Both,2,1,2,9
178.69,Exterior,2,1,8,3
520.06,Exterior,4,1,3,39
226.61,Interior,2,4,10,4
124.96,Both,3,7,5,9
1105.41,Interior,2,2,20,8
824.64,Both,4,1,9,24
903.87,Exterior,4,2,11,22
2170.77,Interior,4,2,13,38
767.81,Interior,2,1,12,7
105.93,Exterior,4,4,10,5
138.72,Both,4,1,5,9
129.54,Both,2,1,5,4
1735.52,Interior,3,3,4,71
2485.23,Exterior,2,1,11,26
1178.53,Exterior,2,3,11,15
136.09,Interior,2,1,2,7
417.74,Both,3,1,10,10
499.5,Interior,4,2,14,10
2489.33,Both,3,1,1,455
757.38,Exterior,3,1,2,63
2337.1,Both,4,4,1,705
158.44,Both,3,1,2,16
84.66,Both,2,1,3,4
2169.31,Interior,4,1,12,37
3209.92,Both,3,1,15,47
555.36,Exterior,3,1,2,47
82.44,Both,2,1,6,3
846.28,Exterior,3,10,2,119
2140.93,Both,1,4,3,55
1468.4,Both,3,2,16,23
243.4,Interior,1,2,8,2
231.28,Interior,3,4,10,6
139.63,Exterior,3,2,4,8
95.82,Exterior,2,2,13,2
333.98,Both,3,1,7,11
2313.72,Interior,2,3,5,50
613.25,Both,4,1,1,151
191.03,Interior,3,4,8,6
91.98,Both,2,2,1,13
493.45,Both,2,1,7,10
657.95,Both,2,1,8,11
621.8,Exterior,2,1,1,68
158.55,Exterior,2,2,12,3
4701.69,Both,3,9,6,236
590.01,Interior,2,3,9,8
226.68,Interior,2,3,10,3
197.76,Interior,3,3,9,5
207.71,Interior,2,1,5,5
1416.74,Both,4,2,3,126
167.12,Interior,2,1,6,4
444.62,Both,4,2,13,12
554.31,Interior,3,4,6,18
1089.03,Interior,4,1,7,30
683.65,Exterior,3,1,14,11
131.98,Interior,4,4,11,5
3403.9,Interior,1,4,6,33
1845.07,Interior,3,2,2,138
348.52,Interior,3,1,12,6
254.18,Interior,4,6,4,18
