floor_area_m2,material_type,location,floors,labor_count,duration_days
753.73,Tiles,Outdoor,3,12,26
3939.49,Cement Rendering,Both,2,10,90
3555.15,Tiles,Outdoor,2,12,108
1775.11,Tiles,Both,6,10,83
1937.75,Cement Rendering,Outdoor,1,16,29
167.31,Hardwood,Outdoor,6,5,24
1385.54,Hardwood,Indoor,2,2,314
794.41,Tiles,Both,1,12,25
380.24,Tiles,Indoor,6,13,15
1368.06,Tiles,Outdoor,6,5,120
973.11,Titanium,Outdoor,2,8,54
81.23,Tiles,Outdoor,2,12,4
2083.36,Hardwood,Indoor,1,9,98
4250.87,Tiles,Both,3,7,232
303.95,Cement Rendering,Outdoor,7,7,14
134.54,Tiles,Indoor,8,3,21
4536.62,Hardwood,Indoor,3,2,1098
3606.9,Cement Rendering,Outdoor,4,5,178
696.78,Hardwood,Indoor,1,10,31
21.99,Cement Rendering,Indoor,3,13,1
522.21,Tiles,Indoor,6,9,25
731.05,Hardwood,Outdoor,4,19,29
1248.78,Tiles,Both,8,6,108
774.06,Cement Rendering,Both,10,5,57
260.71,Hardwood,Both,3,8,21
149.16,Tiles,Outdoor,4,10,8
790.76,Tiles,Outdoor,1,9,29
451,Hardwood,Indoor,3,9,26
75.62,Hardwood,Indoor,4,2,22
1769.01,Hardwood,Outdoor,4,8,129
2402.73,Hardwood,Indoor,2,8,137
385.6,Tiles,Both,8,4,51
602.74,Tiles,Indoor,3,11,20
255.08,Hardwood,Outdoor,3,11,15
1223.71,Tiles,Both,1,4,102
487.39,Cement Rendering,Indoor,8,9,16
3469.24,Tiles,Outdoor,1,6,180
76.83,Titanium,Both,3,4,11
321.29,Hardwood,Outdoor,2,11,17
193.63,Tiles,Both,1,7,11
174.18,Tiles,Indoor,2,1,54
3908.85,Hardwood,Both,1,10,194
54.94,Tiles,Both,8,9,5
732.8,Titanium,Both,1,4,79
852.55,Cement Rendering,Outdoor,9,16,21
1330.52,Tiles,Indoor,1,8,48
3744.63,Tiles,Both,8,16,142
3870.4,Tiles,Indoor,1,9,121
78.51,Cement Rendering,Both,1,7,3
748.38,Hardwood,Both,7,11,53
968.83,Tiles,Outdoor,2,8,42
510.26,Tiles,Outdoor,1,6,28
303.59,Hardwood,Indoor,2,2,70
36.69,Tiles,Outdoor,2,20,3
2110.66,Titanium,Outdoor,1,16,64
114,Hardwood,Outdoor,4,11,8
210.22,Tiles,Indoor,9,2,50
2285.43,Titanium,Outdoor,1,6,153
744.7,Cement Rendering,Both,7,11,23
52.58,Cement Rendering,Outdoor,1,15,2
130.3,Hardwood,Indoor,1,12,7
2473.5,Hardwood,Both,2,13,113
42.67,Cement Rendering,Outdoor,7,7,3
715.66,Tiles,Indoor,7,11,30
130.45,Tiles,Indoor,1,14,5
1630.48,Tiles,Outdoor,2,11,53
591.37,Cement Rendering,Outdoor,1,14,10
294.5,Tiles,Both,1,10,12
3496.11,Tiles,Indoor,3,3,378
151.66,Hardwood,Both,3,8,13
179.29,Tiles,Indoor,1,13,6
142.01,Hardwood,Indoor,3,7,12
115.52,Cement Rendering,Both,5,4,9
70.87,Tiles,Both,2,16,4
3375.94,Cement Rendering,Outdoor,2,4,182
30.18,Cement Rendering,Indoor,4,7,2
918.88,Cement Rendering,Outdoor,3,4,54
2642.73,Titanium,Indoor,3,9,124
169.25,Tiles,Indoor,1,5,11
529.32,Hardwood,Both,1,5,54
529.89,Cement Rendering,Outdoor,8,16,13
355.85,Tiles,Indoor,5,10,15
394.65,Hardwood,Indoor,8,4,66
403.92,Cement Rendering,Outdoor,1,17,7
4704.96,Tiles,Indoor,6,4,459
620.91,Tiles,Indoor,2,13,18
764.02,Tiles,Indoor,5,7,42
406.04,Tiles,Indoor,5,4,39
50.55,Cement Rendering,Both,4,9,2
3870.97,Titanium,Indoor,4,5,345
37.38,Titanium,Indoor,6,12,4
212.5,Cement Rendering,Outdoor,1,7,7
292.62,Tiles,Outdoor,2,10,12
139.36,Tiles,Indoor,2,12,6
85.81,Tiles,Both,1,15,4
169.28,Tiles,Outdoor,7,10,10
946.69,Cement Rendering,Both,1,13,18
164.29,Cement Rendering,Indoor,1,13,3
743.82,Tiles,Both,2,11,27
36.24,Tiles,Both,1,7,4
563.72,Cement Rendering,Outdoor,2,19,9
740.36,Hardwood,Outdoor,1,7,51
1031.38,Tiles,Indoor,1,1,288
687.31,Hardwood,Outdoor,1,14,28
4866.56,Tiles,Both,10,14,223
41.59,Tiles,Indoor,1,20,3
1937.47,Hardwood,Indoor,4,16,76
116.45,Titanium,Indoor,7,7,11
156.2,Cement Rendering,Indoor,3,15,3
741.7,Cement Rendering,Indoor,2,7,21
206.04,Titanium,Both,2,2,49
261.87,Hardwood,Outdoor,5,1,162
740.91,Tiles,Indoor,4,11,26
148.5,Hardwood,Both,2,6,15
4298.07,Tiles,Indoor,1,15,94
2712.9,Titanium,Indoor,3,3,377
2170.78,Cement Rendering,Indoor,2,4,106
2124.31,Hardwood,Indoor,1,12,81
1850.07,Cement Rendering,Outdoor,7,8,69
2136.64,Cement Rendering,Indoor,4,4,119
938.88,Cement Rendering,Both,1,12,19
28,Cement Rendering,Indoor,3,8,2
178.07,Tiles,Indoor,2,10,7
905.09,Cement Rendering,Indoor,1,4,41
106.72,Hardwood,Outdoor,4,2,33
71.42,Hardwood,Indoor,4,9,6
494.62,Tiles,Indoor,6,11,20
586.35,Hardwood,Indoor,5,2,163
75.08,Titanium,Outdoor,6,2,23
2017.67,Cement Rendering,Outdoor,1,9,45
3404.34,Titanium,Outdoor,1,5,272
1566.89,Titanium,Indoor,3,12,60
179.86,Cement Rendering,Outdoor,1,6,7
466.76,Hardwood,Both,9,8,49
1569.25,Cement Rendering,Both,2,1,357
70.68,Hardwood,Outdoor,2,1,37
1925.35,Cement Rendering,Outdoor,1,3,128
273.79,Tiles,Indoor,2,6,16
3873.77,Cement Rendering,Indoor,5,7,131
2900.39,Hardwood,Indoor,9,2,993
96.27,Tiles,Indoor,8,12,6
189.03,Tiles,Indoor,4,10,9
256.42,Cement Rendering,Indoor,5,12,6
1428.9,Hardwood,Indoor,2,7,94
72.19,Cement Rendering,Both,2,15,2
4467.23,Tiles,Outdoor,2,4,374
71.49,Tiles,Both,1,9,5
151.15,Tiles,Indoor,1,8,7
140.03,Tiles,Indoor,3,9,7
2429.11,Tiles,Indoor,5,12,82
42.89,Hardwood,Indoor,1,10,4
151.97,Tiles,Indoor,1,6,9
4012.32,Tiles,Both,4,17,117
255.5,Titanium,Outdoor,1,12,11
146.51,Tiles,Both,1,5,12
24.05,Titanium,Both,1,8,3
2869.89,Tiles,Outdoor,3,11,99
63.77,Tiles,Outdoor,2,4,7
172.98,Cement Rendering,Both,3,6,8
135.28,Tiles,Outdoor,4,7,9
153.77,Cement Rendering,Indoor,3,9,5
895.9,Titanium,Indoor,1,2,162
103.64,Hardwood,Indoor,5,18,6
86.02,Titanium,Indoor,3,8,6
426.12,Cement Rendering,Both,6,7,19
165.83,Tiles,Indoor,4,9,8
154.86,Cement Rendering,Indoor,1,5,7
159.28,Tiles,Indoor,5,10,8
142.49,Tiles,Outdoor,4,9,8
114.35,Cement Rendering,Outdoor,1,11,3
408.87,Hardwood,Indoor,1,8,23
4360.89,Tiles,Outdoor,3,4,392
117.22,Tiles,Indoor,1,3,13
24.61,Tiles,Outdoor,3,7,3
26.67,Hardwood,Outdoor,7,4,7
643.56,Hardwood,Outdoor,7,12,41
214.65,Tiles,Outdoor,7,5,22
372.83,Cement Rendering,Indoor,2,8,10
2024.23,Tiles,Indoor,5,15,59
550.38,Titanium,Outdoor,8,2,172
20.04,Cement Rendering,Indoor,1,5,2
91.21,Titanium,Both,1,6,8
782.01,Titanium,Indoor,1,10,30
25.6,Cement Rendering,Indoor,2,15,1
4786.5,Cement Rendering,Outdoor,9,12,140
2384.54,Cement Rendering,Indoor,5,7,81
1981.67,Tiles,Indoor,3,2,321
314.38,Tiles,Indoor,1,7,14
289.34,Cement Rendering,Both,4,17,6
2007.12,Titanium,Indoor,1,10,74
2970.99,Titanium,Both,10,2,1076
711.48,Tiles,Outdoor,5,11,29
1287.79,Cement Rendering,Indoor,6,9,37
739.23,Titanium,Outdoor,2,10,34
540.15,Tiles,Both,5,4,60
731.56,Titanium,Indoor,9,3,145
42.02,Hardwood,Outdoor,2,8,5
731.75,Tiles,Both,10,4,105
121.23,Titanium,Both,3,18,6
2202.14,Tiles,Both,7,20,69
502.61,Tiles,Indoor,3,16,14
1963.13,Titanium,Indoor,2,13,66
760.96,Tiles,Both,1,6,43
646.22,Cement Rendering,Outdoor,2,13,13
1120.97,Cement Rendering,Both,3,3,92
31.55,Hardwood,Indoor,2,13,3
240.79,Hardwood,Indoor,1,3,35
144.17,Cement Rendering,Indoor,9,7,7
430.46,Titanium,Indoor,2,4,44
546.02,Tiles,Outdoor,1,8,23
71.14,Cement Rendering,Outdoor,7,7,4
241.67,Titanium,Outdoor,2,17,9
197.92,Cement Rendering,Indoor,7,8,8
232.36,Titanium,Outdoor,8,7,23
1211.1,Hardwood,Indoor,2,12,51
1168.93,Tiles,Indoor,1,13,30
2390.48,Tiles,Outdoor,2,11,77
753.56,Titanium,Indoor,3,11,31
739.5,Tiles,Indoor,2,6,39
44.77,Hardwood,Indoor,3,1,24
2171.76,Hardwood,Both,1,4,268
129.29,Hardwood,Indoor,2,11,7
2754.74,Cement Rendering,Outdoor,8,9,96
407.97,Titanium,Indoor,3,10,19
246.82,Tiles,Indoor,3,7,13
62.04,Hardwood,Indoor,2,15,4
4688.96,Cement Rendering,Indoor,3,10,98
797.85,Tiles,Indoor,1,12,22
86.12,Tiles,Indoor,1,3,10
820.02,Cement Rendering,Both,1,10,18
186.48,Hardwood,Indoor,8,13,12
1121.55,Tiles,Indoor,1,7,47
516.13,Hardwood,Indoor,1,8,29
916.52,Tiles,Both,3,5,71
2227.77,Tiles,Indoor,1,2,311
719.94,Titanium,Indoor,4,15,27
556.38,Hardwood,Outdoor,1,9,31
2310.98,Tiles,Both,1,9,86
143.7,Tiles,Indoor,1,2,22
1048.31,Tiles,Indoor,2,8,41
2359.17,Tiles,Outdoor,2,6,133
3779.09,Tiles,Both,4,11,146
4013.41,Titanium,Outdoor,2,3,575
392.95,Tiles,Outdoor,1,5,26
66.23,Tiles,Indoor,7,15,4
396.73,Tiles,Both,3,7,23
87.82,Titanium,Both,7,3,20
1302.23,Titanium,Indoor,3,6,92
1789.39,Cement Rendering,Outdoor,7,10,54
146.39,Hardwood,Indoor,4,8,11
97.49,Tiles,Outdoor,3,4,11
337.32,Hardwood,Both,10,1,286
169.46,Hardwood,Indoor,10,9,15
110.79,Cement Rendering,Indoor,2,19,2
475.87,Tiles,Indoor,1,6,24
893.6,Hardwood,Indoor,3,5,88
2373.85,Titanium,Indoor,7,9,141
74.02,Tiles,Indoor,2,5,6
534.21,Tiles,Outdoor,6,4,60
377.05,Cement Rendering,Both,6,4,29
771.82,Cement Rendering,Outdoor,9,5,51
240.23,Hardwood,Indoor,2,4,29
55.25,Cement Rendering,Indoor,2,9,2
420.37,Cement Rendering,Indoor,1,11,8
638.54,Tiles,Outdoor,2,8,29
161.09,Tiles,Both,3,6,12
562.08,Hardwood,Outdoor,2,11,29
613.64,Tiles,Both,1,6,35
334.99,Tiles,Indoor,3,8,15
169.64,Cement Rendering,Outdoor,2,12,4
394.67,Tiles,Indoor,5,15,13
60.79,Cement Rendering,Indoor,10,8,3
156.58,Tiles,Outdoor,6,13,8
3412.07,Titanium,Indoor,8,3,636
211.99,Cement Rendering,Both,2,6,9
1274.19,Hardwood,Indoor,2,8,74
34.76,Cement Rendering,Outdoor,5,17,2
2940.68,Tiles,Both,7,5,286
1132.96,Titanium,Indoor,1,12,38
39.86,Tiles,Both,5,4,6
3114.87,Cement Rendering,Both,5,8,109
100.72,Cement Rendering,Indoor,1,4,5
157.87,Hardwood,Outdoor,1,5,17
37.58,Cement Rendering,Outdoor,5,2,6
181.35,Tiles,Both,4,7,12
431.01,Tiles,Both,8,6,39
625.66,Titanium,Both,3,7,46
490.33,Hardwood,Indoor,3,6,41
116.7,Tiles,Indoor,2,6,8
22.57,Tiles,Outdoor,1,13,3
2073.93,Tiles,Indoor,1,1,578
90.24,Tiles,Indoor,2,14,4
438.38,Cement Rendering,Both,7,15,11
28.5,Tiles,Indoor,4,7,3
400.61,Tiles,Indoor,8,14,16
399.19,Cement Rendering,Both,1,20,6
133.78,Tiles,Indoor,1,8,7
84.55,Titanium,Indoor,4,5,9
102.72,Cement Rendering,Indoor,3,12,3
144.69,Titanium,Outdoor,1,17,6
3445.43,Titanium,Indoor,5,5,327
166.4,Cement Rendering,Indoor,2,2,17
172.57,Cement Rendering,Outdoor,2,13,4
107.53,Tiles,Both,1,2,20
1252.1,Tiles,Indoor,2,19,26
3734.21,Cement Rendering,Indoor,7,9,111
4626.63,Hardwood,Indoor,3,14,182
1362.69,Titanium,Outdoor,4,13,59
603.53,Hardwood,Both,1,12,28
349.48,Hardwood,Indoor,9,20,17
114.67,Hardwood,Indoor,6,9,9
1173,Hardwood,Indoor,1,3,165
405.69,Titanium,Indoor,2,2,80
96.99,Hardwood,Indoor,2,14,6
685.52,Cement Rendering,Indoor,1,16,10
57.71,Hardwood,Indoor,9,9,6
706.81,Tiles,Outdoor,1,4,57
80.3,Cement Rendering,Indoor,5,1,20
485.95,Cement Rendering,Both,6,10,15
2506.22,Cement Rendering,Indoor,10,6,129
692.76,Tiles,Outdoor,1,14,19
26.23,Tiles,Both,3,13,3
47.19,Tiles,Both,1,9,4
506.65,Hardwood,Indoor,1,9,25
122.95,Titanium,Indoor,3,10,7
156.35,Titanium,Outdoor,6,6,16
362.77,Titanium,Indoor,6,5,38
3274.01,Tiles,Indoor,1,4,229
114.03,Cement Rendering,Indoor,2,4,6
143.26,Titanium,Outdoor,4,7,12
123.09,Hardwood,Outdoor,3,16,7
95.72,Cement Rendering,Indoor,1,2,10
156.49,Tiles,Indoor,3,10,7
619.96,Tiles,Indoor,2,17,15
375.85,Hardwood,Outdoor,4,1,218
2422.34,Tiles,Indoor,10,4,291
1208.8,Tiles,Both,7,11,57
658.16,Tiles,Outdoor,6,7,43
97.25,Hardwood,Outdoor,1,6,10
636.92,Tiles,Outdoor,7,20,20
559.97,Tiles,Both,6,7,39
1730.56,Tiles,Both,1,6,96
569.14,Titanium,Indoor,7,15,25
4022.29,Cement Rendering,Indoor,3,7,120
124.33,Cement Rendering,Indoor,7,5,8
104.92,Cement Rendering,Both,2,7,4
774.4,Hardwood,Indoor,6,9,52
491.58,Hardwood,Both,4,6,52
212.69,Hardwood,Indoor,4,6,20
57.57,Hardwood,Outdoor,2,9,5
129.61,Cement Rendering,Outdoor,8,1,41
139.91,Tiles,Outdoor,4,7,10
3011.03,Cement Rendering,Indoor,8,6,141
520.63,Cement Rendering,Both,7,13,15
58.33,Titanium,Both,8,17,5
92.21,Cement Rendering,Both,5,8,4
126.88,Tiles,Indoor,5,6,10
298.18,Hardwood,Outdoor,8,10,24
4416.44,Hardwood,Indoor,2,8,250
301.19,Hardwood,Both,2,6,29
649.43,Cement Rendering,Outdoor,6,5,37
122,Titanium,Outdoor,1,20,5
125.12,Hardwood,Indoor,5,7,12
304.25,Cement Rendering,Indoor,1,6,10
4834.87,Tiles,Indoor,6,17,134
945.8,Hardwood,Outdoor,3,3,171
99.1,Hardwood,Outdoor,2,10,7
153.64,Tiles,Indoor,6,6,12
894.3,Tiles,Both,1,5,60
275.73,Tiles,Indoor,1,8,12
69.34,Tiles,Indoor,10,6,8
2278.29,Hardwood,Outdoor,6,6,248
62.27,Tiles,Both,1,5,6
1194.35,Tiles,Both,3,8,59
2179.87,Tiles,Outdoor,4,6,141
365.18,Hardwood,Both,1,15,16
588.24,Tiles,Indoor,1,16,14
247.13,Tiles,Indoor,2,8,11
114.54,Tiles,Both,1,4,11
533.22,Hardwood,Outdoor,1,5,51
1088.76,Hardwood,Both,3,19,42
103.68,Tiles,Both,5,4,13
217.75,Cement Rendering,Outdoor,1,8,6
84.72,Tiles,Both,2,5,8
1012.78,Tiles,Outdoor,3,18,27
299.33,Tiles,Indoor,1,10,10
127.36,Cement Rendering,Indoor,10,11,5
1963.23,Cement Rendering,Indoor,9,9,65
624.97,Hardwood,Indoor,1,4,67
135.89,Titanium,Both,2,7,11
602.11,Tiles,Indoor,4,4,54
719.5,Hardwood,Outdoor,3,16,30
337.06,Tiles,Indoor,5,13,12
1691.76,Cement Rendering,Indoor,2,5,66
143.05,Tiles,Both,1,7,9
55.89,Cement Rendering,Both,6,17,2
96.86,Tiles,Indoor,5,10,6
791.64,Tiles,Outdoor,1,5,51
338.73,Cement Rendering,Both,3,6,15
219.98,Hardwood,Indoor,7,5,29
173.23,Hardwood,Both,3,15,10
4069.17,Hardwood,Indoor,9,6,465
523.85,Tiles,Indoor,1,3,51
142.27,Tiles,Both,3,10,7
775.64,Tiles,Indoor,2,10,25
1352.69,Hardwood,Indoor,5,8,95
447.68,Tiles,Outdoor,1,14,13
158.65,Cement Rendering,Indoor,10,2,25
785.1,Tiles,Indoor,5,5,60
61.03,Hardwood,Indoor,10,10,6
2318.38,Cement Rendering,Both,3,3,189
115.73,Titanium,Both,1,8,8
46.73,Titanium,Outdoor,8,8,6
4489.51,Hardwood,Indoor,3,5,436
181.06,Titanium,Both,5,9,13
138.22,Hardwood,Outdoor,4,4,22
1198.94,Cement Rendering,Indoor,6,4,76
29.8,Tiles,Outdoor,1,11,3
1423.93,Titanium,Both,6,7,122
697.01,Cement Rendering,Indoor,1,1,125
154.87,Tiles,Indoor,1,2,24
450.03,Titanium,Indoor,4,11,21
1702.94,Hardwood,Outdoor,9,9,146
92.49,Hardwood,Outdoor,4,5,13
287.55,Hardwood,Indoor,2,9,16
4495.96,Hardwood,Indoor,2,12,183
237.34,Tiles,Both,1,2,41
1707.49,Hardwood,Outdoor,2,10,87
2188.58,Cement Rendering,Indoor,7,12,53
28.12,Hardwood,Outdoor,1,8,4
104.01,Cement Rendering,Indoor,3,13,3
98.48,Hardwood,Indoor,5,11,7
43.65,Tiles,Indoor,4,2,10
1584.07,Titanium,Both,2,1,721
24.37,Titanium,Indoor,6,1,14
141.21,Hardwood,Outdoor,1,4,18
2746.55,Titanium,Outdoor,2,12,107
1828.68,Titanium,Both,2,10,85
1657.33,Tiles,Indoor,1,9,53
126.9,Tiles,Indoor,3,12,6
151.9,Tiles,Outdoor,1,7,9
89.55,Cement Rendering,Outdoor,1,5,5
75.26,Tiles,Indoor,3,8,5
529.5,Cement Rendering,Indoor,1,5,20
125.81,Tiles,Both,5,7,10
134.29,Tiles,Indoor,1,7,7
1749.49,Tiles,Both,1,10,59
761.99,Hardwood,Indoor,1,5,65
39.59,Tiles,Both,1,9,3
184.08,Tiles,Indoor,6,4,20
3746.62,Hardwood,Outdoor,2,12,169
220.72,Tiles,Indoor,1,11,8
363.7,Cement Rendering,Outdoor,4,11,9
279.17,Cement Rendering,Indoor,4,6,11
1698.62,Cement Rendering,Indoor,5,2,201
2197.64,Tiles,Both,2,6,131
2088.26,Hardwood,Indoor,2,5,190
391.42,Titanium,Indoor,9,15,20
33.54,Tiles,Indoor,1,6,4
685.31,Tiles,Both,5,11,30
525.22,Tiles,Indoor,10,6,44
3664.74,Hardwood,Indoor,4,1,1895
216.61,Hardwood,Indoor,8,4,37
1404.25,Hardwood,Indoor,2,11,62
318.34,Cement Rendering,Indoor,1,9,7
627.45,Titanium,Outdoor,3,4,74
571.51,Cement Rendering,Indoor,2,6,19
161.18,Hardwood,Outdoor,9,15,11
493.52,Titanium,Indoor,2,8,26
433.06,Tiles,Both,7,1,211
151.26,Hardwood,Indoor,1,12,8
40.47,Tiles,Both,1,7,4
616.06,Tiles,Indoor,9,3,96
1506.95,Cement Rendering,Outdoor,1,6,51
1028.54,Cement Rendering,Indoor,1,3,62
658.79,Tiles,Outdoor,1,7,31
699.76,Tiles,Both,2,4,64
2400.78,Tiles,Outdoor,1,7,108
86.92,Cement Rendering,Both,4,13,3
103.15,Tiles,Outdoor,6,10,6
1374.4,Tiles,Indoor,2,12,39
130.99,Cement Rendering,Indoor,5,1,32
50.87,Hardwood,Outdoor,1,7,5
951.16,Hardwood,Indoor,1,7,59
139.23,Cement Rendering,Indoor,1,14,3
686.97,Tiles,Indoor,3,8,30
1522.18,Tiles,Both,4,19,42
1294.39,Hardwood,Indoor,2,9,67
2474.76,Titanium,Indoor,1,13,77
4341.91,Tiles,Indoor,1,10,123
257.84,Cement Rendering,Indoor,4,1,58
1663.07,Hardwood,Outdoor,1,6,130
759.74,Titanium,Indoor,1,12,26
551.07,Tiles,Both,2,10,21
2278.42,Titanium,Both,4,11,114
1949.37,Titanium,Both,1,8,104
145.36,Tiles,Outdoor,3,4,15
363.24,Titanium,Both,3,12,18
2420.64,Hardwood,Indoor,6,12,128
144.88,Titanium,Indoor,3,17,6
119.55,Cement Rendering,Outdoor,1,10,3
439.56,Hardwood,Outdoor,1,5,43
796.71,Cement Rendering,Outdoor,2,10,18
4125.82,Hardwood,Outdoor,4,9,265
151,Tiles,Indoor,2,7,8
788.61,Hardwood,Outdoor,2,1,396
2133.15,Tiles,Both,3,4,204
238.87,Tiles,Outdoor,2,10,10
3042.36,Tiles,Both,1,13,86
2103.27,Hardwood,Indoor,2,15,75
154.93,Titanium,Indoor,1,9,8
2244.75,Tiles,Both,6,13,89
140.37,Cement Rendering,Outdoor,3,9,5
3473.83,Hardwood,Indoor,9,7,341
32.99,Cement Rendering,Outdoor,6,13,2
171.25,Tiles,Indoor,4,2,31
226.29,Titanium,Indoor,2,4,24
302.26,Tiles,Indoor,2,4,25
1175.65,Tiles,Indoor,3,7,56
45.97,Titanium,Indoor,1,7,4
1941.7,Tiles,Indoor,3,3,211
2032.75,Hardwood,Both,8,19,103
758.21,Cement Rendering,Both,1,16,13
343.67,Hardwood,Indoor,2,3,54
169.02,Tiles,Both,1,15,6
470.19,Hardwood,Indoor,1,20,14
4195.4,Cement Rendering,Indoor,2,5,163
691.78,Hardwood,Indoor,2,9,37
3440.58,Cement Rendering,Indoor,7,9,102
114.81,Titanium,Indoor,3,2,26
1300.53,Cement Rendering,Both,2,5,60
92.28,Titanium,Both,2,8,7
4762.7,Titanium,Indoor,3,15,154
153.43,Tiles,Both,7,9,10
974.87,Cement Rendering,Outdoor,9,4,80
635.69,Tiles,Outdoor,3,5,48
692.5,Hardwood,Outdoor,7,13,42
129.05,Tiles,Indoor,1,11,5
2558.27,Titanium,Outdoor,4,7,182
796.58,Tiles,Outdoor,2,16,22
84.81,Titanium,Indoor,5,6,9
106.5,Cement Rendering,Both,1,10,3
45.47,Hardwood,Outdoor,4,1,28
178.22,Hardwood,Outdoor,2,4,24
124.21,Hardwood,Indoor,3,6,12
463.71,Tiles,Indoor,3,12,15
88.79,Tiles,Indoor,3,1,31
162.75,Cement Rendering,Indoor,1,9,4
1926.27,Tiles,Both,3,10,75
361.67,Cement Rendering,Both,2,11,9
570.67,Tiles,Indoor,2,9,21
682.55,Hardwood,Outdoor,2,6,59
163.23,Tiles,Indoor,1,12,6
197.23,Tiles,Indoor,5,17,7
120.45,Hardwood,Indoor,3,7,10
119.78,Hardwood,Outdoor,4,4,19
1344.88,Tiles,Indoor,5,12,46
602.89,Cement Rendering,Outdoor,4,12,14
611.52,Hardwood,Outdoor,7,11,42
631.44,Tiles,Indoor,1,10,20
163.96,Cement Rendering,Outdoor,6,5,10
103.77,Tiles,Indoor,1,13,4
295.94,Cement Rendering,Both,4,11,8
2142.42,Hardwood,Indoor,8,9,157
3931.91,Cement Rendering,Indoor,1,10,71
2967.32,Titanium,Outdoor,8,4,461
3473.3,Hardwood,Indoor,8,5,454
393.52,Tiles,Outdoor,1,13,12
2766.42,Titanium,Indoor,1,10,101
772.92,Hardwood,Outdoor,1,6,62
601.98,Hardwood,Indoor,1,10,27
128.07,Tiles,Outdoor,8,3,23
480.75,Cement Rendering,Outdoor,4,9,14
26.03,Hardwood,Indoor,2,6,4
383.27,Tiles,Indoor,5,6,25
2190,Tiles,Both,3,5,168
708.12,Cement Rendering,Both,1,13,14
579.21,Cement Rendering,Both,5,1,162
463.66,Tiles,Both,1,9,19
218.23,Titanium,Indoor,2,5,19
155.15,Tiles,Both,2,4,16
72.94,Hardwood,Both,2,2,21
143.67,Tiles,Both,2,7,9
46.81,Tiles,Indoor,2,11,3
516.1,Tiles,Outdoor,9,12,25
134.03,Tiles,Indoor,1,17,5
4919.12,Hardwood,Indoor,2,3,740
2300.35,Cement Rendering,Both,2,5,105
324.66,Hardwood,Indoor,7,14,18
2159.03,Hardwood,Indoor,1,6,152
52.65,Tiles,Outdoor,1,3,7
156.18,Tiles,Indoor,3,20,5
490.24,Hardwood,Both,1,7,36
454.02,Hardwood,Outdoor,1,1,212
499.98,Titanium,Indoor,2,4,50
3815.04,Hardwood,Indoor,3,12,167
1124.53,Cement Rendering,Indoor,1,13,18
68.78,Cement Rendering,Indoor,1,3,5
61.98,Cement Rendering,Outdoor,2,1,14
95.47,Tiles,Indoor,2,12,5
1616.66,Tiles,Outdoor,2,10,56
415.55,Hardwood,Both,2,9,26
661.05,Titanium,Indoor,7,9,41
1467.85,Tiles,Indoor,2,3,149
220.2,Titanium,Indoor,5,11,12
4138.83,Hardwood,Both,8,6,529
112.26,Tiles,Outdoor,5,14,6
4332.28,Titanium,Outdoor,3,10,201
108.11,Cement Rendering,Indoor,4,11,3
112.42,Hardwood,Indoor,3,6,11
483.75,Tiles,Outdoor,7,5,46
1293.44,Hardwood,Outdoor,1,5,122
2117.61,Tiles,Outdoor,1,7,95
2263.18,Tiles,Indoor,1,2,316
59.44,Hardwood,Indoor,3,8,6
98.45,Hardwood,Indoor,3,9,7
3108.32,Cement Rendering,Both,5,3,288
1475.73,Titanium,Both,3,4,182
1251.76,Tiles,Outdoor,8,14,51
494.16,Tiles,Indoor,1,11,15
1433.36,Tiles,Indoor,4,7,73
154.06,Titanium,Both,5,4,23
68.34,Hardwood,Outdoor,6,13,6
248.77,Cement Rendering,Both,1,5,11
2327.62,Hardwood,Indoor,1,9,110
2040.87,Tiles,Indoor,1,6,96
585.67,Titanium,Indoor,3,4,63
86.49,Tiles,Indoor,3,3,11
2863.81,Cement Rendering,Indoor,1,4,129
129.89,Titanium,Indoor,2,10,7
116.93,Titanium,Indoor,1,7,8
48.91,Cement Rendering,Outdoor,2,11,2
753.9,Titanium,Both,1,10,34
863.9,Tiles,Indoor,2,8,34
462.86,Hardwood,Both,5,3,102
1280.19,Cement Rendering,Indoor,5,10,31
268.04,Tiles,Indoor,4,19,8
65.87,Cement Rendering,Both,3,11,3
779.99,Titanium,Both,1,11,33
679.52,Cement Rendering,Outdoor,3,3,53
488.37,Cement Rendering,Indoor,9,3,49
87.82,Tiles,Indoor,2,6,6
3030.82,Cement Rendering,Both,7,12,85
178.42,Hardwood,Indoor,2,4,22
99.18,Cement Rendering,Outdoor,1,11,3
3578.62,Hardwood,Indoor,1,3,499
124.02,Hardwood,Indoor,1,13,6
1963.88,Tiles,Indoor,4,5,137
39.95,Tiles,Both,2,8,4
4099.96,Tiles,Both,2,2,726
600.11,Hardwood,Indoor,2,4,70
96.73,Cement Rendering,Both,1,7,4
108.79,Titanium,Both,3,2,29
165.83,Titanium,Outdoor,1,7,11
953.88,Cement Rendering,Outdoor,3,8,28
1939.66,Tiles,Indoor,1,11,53
4261.06,Tiles,Indoor,1,7,171
93.91,Cement Rendering,Indoor,1,14,2
509.5,Tiles,Indoor,6,4,52
843.12,Tiles,Indoor,3,8,36
444.64,Tiles,Indoor,1,3,43
51.83,Titanium,Both,1,7,5
2363.16,Tiles,Indoor,2,7,103
935.11,Tiles,Outdoor,6,11,40
200.86,Hardwood,Indoor,2,6,17
