wall_area_m2,material,location,floors,labor_count,duration_days
769.51,Cement Sand,Internal,1,2,48
1151.79,Cement Sand,External,4,12,19
188.83,Cement Sand,External,1,12,2
172.16,Cement Sand,Internal,3,8,3
541.09,Gypsum,Internal,1,4,11
368.37,Cement Sand,External,1,9,6
3868.16,Gypsum,Both,10,1,817
198.57,Cement Sand,Both,1,10,3
505.93,Cement Sand,External,2,6,14
160.95,Cement Sand,Both,2,10,3
1374.85,Cement Sand,External,8,2,183
126.58,Gypsum,Internal,2,5,2
833.24,Cement Sand,External,3,9,17
2443.97,Cement Sand,Internal,2,7,48
165.22,Cement Sand,External,3,8,4
571.5,Cement Sand,Internal,3,2,43
306.11,Cement Sand,Internal,1,6,6
2086.31,Gypsum,Both,3,17,16
340.21,Gypsum,Internal,3,7,5
2204.32,Cement Sand,External,1,16,22
150.5,Cement Sand,Both,2,4,7
1653.79,Cement Sand,External,1,4,65
471.89,Cement Sand,Both,1,20,4
910.02,Cement Sand,External,1,6,24
763.16,Gypsum,External,1,13,6
61.1,Cement Sand,Both,7,9,2
1267.92,Gypsum,Internal,2,4,29
88.89,Cement Sand,External,1,11,1
313.54,Cement Sand,Both,1,5,10
131.74,Gypsum,Internal,1,6,2
747.59,Cement Sand,Internal,5,11,12
61.98,Gypsum,Internal,4,6,1
97.16,Cement Sand,Internal,1,14,1
564.51,Cement Sand,Internal,2,7,11
1638.88,Cement Sand,Internal,1,8,26
45.97,Gypsum,Both,4,9,1
325.03,Cement Sand,Internal,4,7,8
3389.61,Gypsum,External,1,9,39
252.38,Gypsum,External,1,13,2
192.73,Cement Sand,External,5,7,6
194.56,Cement Sand,Internal,2,7,4
642.65,Cement Sand,External,1,7,14
1827.4,Gypsum,External,2,6,35
1870.15,Gypsum,Internal,2,12,14
2375.23,Cement Sand,Internal,2,6,54
2317.73,Cement Sand,External,1,1,362
370.89,Cement Sand,Both,2,18,4
235.62,Cement Sand,Internal,1,15,2
641.72,Cement Sand,External,2,7,16
70.34,Gypsum,External,4,19,1
522.12,Cement Sand,Both,1,2,44
701.8,Gypsum,Internal,2,12,5
118.56,Gypsum,Both,3,6,3
515.43,Cement Sand,Both,6,7,18
2801.58,Cement Sand,Both,4,9,67
415.43,Gypsum,External,2,3,16
41.75,Gypsum,Both,3,7,1
1241.77,Cement Sand,Internal,4,6,34
174.61,Cement Sand,Both,1,6,5
22.68,Gypsum,Internal,1,2,1
644.5,Cement Sand,External,1,2,50
789.56,Gypsum,Both,3,10,11
191.62,Cement Sand,Both,2,9,4
1733.68,Gypsum,Internal,1,6,24
3118.79,Gypsum,External,4,12,35
4289.19,Cement Sand,External,3,3,268
178.67,Cement Sand,Internal,8,9,4
111.8,Cement Sand,Internal,2,3,5
88.74,Cement Sand,Internal,2,10,1
4449.05,Gypsum,External,2,17,30
196.73,Cement Sand,Internal,1,8,3
130.48,Cement Sand,Internal,2,4,4
73.26,Gypsum,Internal,1,12,1
327.94,Cement Sand,External,8,13,7
685.33,Gypsum,Internal,2,14,4
177.88,Gypsum,Internal,2,7,2
1223.6,Gypsum,External,2,15,9
675.32,Gypsum,Both,2,8,10
182.81,Gypsum,Internal,2,10,2
322.72,Cement Sand,Internal,1,1,40
171.33,Gypsum,Internal,2,13,1
542.04,Cement Sand,Internal,1,7,10
1543.73,Cement Sand,Both,5,14,26
149.24,Cement Sand,Internal,1,8,2
3154.91,Cement Sand,Both,8,3,298
79.43,Gypsum,External,7,3,4
1932.85,Cement Sand,Both,1,6,54
317.76,Gypsum,Internal,9,6,8
232.99,Gypsum,Internal,3,15,2
2085.29,Gypsum,External,2,6,40
1674.73,Cement Sand,Internal,4,13,21
1976.6,Gypsum,Both,1,4,55
1649.69,Cement Sand,External,2,5,57
103.26,Cement Sand,External,1,19,1
361.25,Cement Sand,External,2,1,62
788.69,Cement Sand,External,1,3,41
91.46,Cement Sand,External,2,11,1
615.27,Cement Sand,Both,2,10,11
60.85,Gypsum,External,2,9,1
3756.25,Gypsum,External,5,19,29
3036.46,Gypsum,Internal,1,7,36
2025.56,Cement Sand,Both,2,9,41
3772.43,Cement Sand,Both,2,16,43
2743.19,Cement Sand,External,1,13,33
67.63,Cement Sand,Both,1,7,2
457.17,Cement Sand,External,2,17,5
393.83,Cement Sand,External,1,3,21
4769.9,Cement Sand,Both,4,14,74
53.32,Gypsum,Internal,3,4,1
174.52,Gypsum,Internal,2,20,1
1082.86,Cement Sand,External,6,3,85
731.26,Cement Sand,Both,2,1,134
186.09,Cement Sand,Internal,2,14,2
382.09,Cement Sand,Both,2,11,6
704.41,Cement Sand,Both,4,9,17
175.37,Gypsum,External,10,5,7
164.48,Gypsum,Both,4,9,3
4774.4,Gypsum,Both,5,20,37
386.82,Cement Sand,Both,4,4,21
270,Cement Sand,Both,1,10,4
334.62,Cement Sand,Both,2,4,15
473.41,Gypsum,External,1,9,5
263.71,Gypsum,Both,3,1,35
175.67,Cement Sand,External,3,6,5
755.18,Cement Sand,Internal,5,7,19
122.72,Cement Sand,Internal,2,3,6
1554.49,Cement Sand,Internal,1,8,24
210.53,Gypsum,External,5,4,8
453.62,Gypsum,Internal,1,4,9
179.09,Gypsum,Both,1,6,3
290.73,Gypsum,External,2,2,17
100.34,Gypsum,Internal,1,6,1
2748.68,Gypsum,Internal,9,15,27
220.26,Gypsum,Internal,2,13,2
2447,Gypsum,Internal,2,9,25
784.96,Cement Sand,Internal,2,13,8
474.66,Cement Sand,Internal,1,1,59
1223.36,Gypsum,External,8,9,24
243.42,Gypsum,Internal,2,7,3
82.45,Cement Sand,Both,1,3,5
438.03,Gypsum,External,2,4,13
2467.76,Cement Sand,Internal,1,10,31
4148.52,Gypsum,Internal,1,4,86
2967.03,Cement Sand,External,2,13,39
42.72,Cement Sand,Both,1,7,1
28.74,Gypsum,External,2,6,1
1354.93,Cement Sand,External,2,3,78
770.87,Cement Sand,External,2,3,44
441.98,Cement Sand,External,4,8,11
45.65,Cement Sand,Internal,3,11,1
95.99,Gypsum,Internal,4,6,2
562.84,Cement Sand,External,3,8,13
1831.64,Gypsum,Both,3,15,16
771.64,Cement Sand,Internal,1,10,10
36.95,Cement Sand,Internal,1,2,2
741.63,Cement Sand,Internal,1,3,31
491.73,Cement Sand,Both,2,7,13
299.18,Gypsum,Internal,1,9,3
687.24,Gypsum,External,6,14,8
172.76,Gypsum,Both,1,12,2
94.49,Cement Sand,Internal,5,10,2
2772.56,Cement Sand,Both,4,10,60
208.42,Cement Sand,Internal,2,13,2
1253.83,Cement Sand,Both,2,9,26
116.61,Cement Sand,Internal,1,9,2
72.83,Gypsum,Internal,6,6,2
258.84,Gypsum,Internal,2,6,4
23.16,Gypsum,External,1,13,1
782.72,Gypsum,External,4,8,13
492.98,Gypsum,External,2,3,19
507.96,Cement Sand,External,1,7,11
3581.53,Gypsum,External,1,7,53
104.83,Gypsum,Internal,1,1,9
3480.24,Cement Sand,Both,1,5,116
2137.7,Cement Sand,External,1,4,84
351.69,Gypsum,Internal,1,10,3
1114.16,Gypsum,External,2,19,7
2297.7,Cement Sand,Internal,2,4,79
159.83,Gypsum,Internal,4,19,1
494.01,Cement Sand,Internal,1,4,15
1084.52,Cement Sand,External,5,18,13
183.1,Gypsum,External,3,19,1
296.96,Cement Sand,Internal,4,20,2
169.01,Gypsum,Both,1,9,2
1968.72,Gypsum,Internal,7,3,87
194.41,Gypsum,Internal,5,14,2
128.22,Gypsum,External,5,7,3
1859.23,Cement Sand,External,1,16,18
88.25,Cement Sand,Both,5,6,3
721.48,Cement Sand,Both,1,9,13
1351.12,Cement Sand,Both,8,7,55
4934.37,Gypsum,Both,1,11,50
676.66,Cement Sand,Internal,1,10,8
156.2,Cement Sand,External,1,10,2
51.4,Cement Sand,External,2,4,2
194.47,Cement Sand,Internal,5,8,4
70.32,Cement Sand,Both,6,18,1
452.31,Cement Sand,External,6,7,15
132.27,Gypsum,Both,2,5,3
188.58,Cement Sand,External,3,7,5
343.84,Cement Sand,Both,1,9,6
3339.35,Cement Sand,External,1,8,65
1636.21,Gypsum,Internal,2,4,37
367.8,Gypsum,Internal,1,2,15
30.4,Cement Sand,Both,1,6,1
576.77,Cement Sand,Internal,1,6,12
439.24,Gypsum,External,4,10,6
88.77,Cement Sand,Internal,1,19,1
471.04,Gypsum,Both,3,10,6
364.74,Cement Sand,External,2,2,31
2489.43,Gypsum,External,7,14,30
591.31,Gypsum,Internal,7,6,13
577.72,Cement Sand,External,1,14,6
115.06,Cement Sand,External,2,6,3
2895.27,Cement Sand,Both,2,7,76
122.6,Cement Sand,External,2,12,2
608.47,Cement Sand,External,1,6,16
468.46,Cement Sand,Internal,2,18,4
341.45,Gypsum,Internal,1,19,1
705.07,Gypsum,Internal,1,4,15
426.85,Gypsum,Internal,2,8,5
417.06,Cement Sand,Internal,3,10,6
211.83,Cement Sand,Internal,1,3,9
64.48,Cement Sand,Both,2,19,1
61.23,Gypsum,Internal,2,10,1
91.47,Cement Sand,Both,8,8,3
601.68,Cement Sand,Internal,1,10,8
92.81,Cement Sand,External,3,5,3
118.97,Cement Sand,Internal,2,1,16
2524.37,Gypsum,Internal,2,15,15
20.25,Cement Sand,Both,1,5,1
41.73,Cement Sand,Internal,2,7,1
2190.24,Gypsum,Internal,1,10,18
1893.96,Cement Sand,Internal,3,10,28
133.84,Gypsum,Both,1,5,3
755.53,Cement Sand,Internal,2,5,21
685.4,Cement Sand,Internal,1,8,11
495.6,Cement Sand,Internal,2,3,23
2905.66,Gypsum,Internal,7,10,39
167.96,Gypsum,Internal,2,10,2
57.59,Cement Sand,Both,2,4,3
3634.24,Gypsum,Internal,2,8,42
384.57,Gypsum,External,3,2,24
791.61,Cement Sand,Internal,1,5,20
163.59,Cement Sand,Both,3,8,4
59.41,Gypsum,Internal,8,5,2
174.68,Cement Sand,External,1,5,5
138.87,Cement Sand,Internal,1,8,2
421.71,Cement Sand,Internal,1,19,3
626.07,Cement Sand,External,2,8,13
2300.44,Cement Sand,Internal,5,4,101
2618.63,Cement Sand,Internal,2,3,120
1224.17,Cement Sand,External,9,9,38
278.41,Cement Sand,Both,5,11,6
759.12,Gypsum,Both,7,8,17
72.33,Gypsum,Both,8,1,14
4703.43,Cement Sand,Internal,2,3,216
3347.35,Cement Sand,Internal,4,19,29
171.41,Cement Sand,Internal,3,11,2
724.71,Gypsum,Internal,4,13,6
2492.64,Gypsum,Internal,4,14,19
2351.5,Gypsum,Both,7,9,46
307.67,Cement Sand,Internal,3,4,12
157.53,Gypsum,Internal,1,5,3
27.13,Gypsum,Internal,1,13,1
127.5,Cement Sand,External,2,8,3
21.18,Gypsum,Internal,1,17,1
2463.31,Gypsum,Internal,5,11,26
1132.45,Cement Sand,Internal,9,7,36
282.62,Cement Sand,Both,1,3,16
33.13,Cement Sand,External,1,4,1
417.94,Cement Sand,Internal,1,2,26
34.04,Gypsum,Both,3,15,1
533.32,Cement Sand,Internal,1,10,7
596.95,Gypsum,External,5,10,9
157.27,Cement Sand,External,1,8,3
749.29,Cement Sand,Internal,1,1,94
1402.75,Cement Sand,Internal,1,4,44
512.76,Gypsum,External,5,14,5
3845.84,Cement Sand,Both,2,8,88
612.19,Cement Sand,Internal,2,6,14
429.26,Cement Sand,Internal,1,7,8
1557.49,Cement Sand,Internal,3,3,78
1239.44,Cement Sand,External,1,2,97
1370.21,Gypsum,External,1,1,143
94.21,Cement Sand,Internal,4,5,3
1675.96,Cement Sand,Both,1,4,70
637.91,Cement Sand,External,10,15,13
159.07,Gypsum,External,1,5,3
367.13,Cement Sand,Both,1,8,8
2456.32,Cement Sand,Internal,4,4,100
93.33,Gypsum,Internal,10,7,2
361.82,Gypsum,External,3,2,23
1413.26,Gypsum,External,1,7,21
103.74,Gypsum,Both,3,8,2
78.48,Cement Sand,Internal,1,15,1
116.93,Cement Sand,Internal,2,7,2
2163.07,Cement Sand,External,1,6,56
546.16,Cement Sand,Internal,3,10,8
537.55,Cement Sand,Internal,1,14,5
179.19,Gypsum,External,1,1,19
4880.34,Cement Sand,Internal,1,10,61
167.21,Cement Sand,Internal,1,3,7
3379.2,Cement Sand,Internal,9,2,380
328.9,Cement Sand,Internal,1,8,5
1963.81,Cement Sand,Internal,1,13,19
1120.51,Cement Sand,Both,2,18,11
328.13,Gypsum,Internal,1,1,27
564.67,Gypsum,External,1,1,59
4991.1,Cement Sand,Internal,1,12,52
1474.88,Gypsum,Internal,3,1,147
623.32,Cement Sand,Both,1,10,10
843.06,Gypsum,Internal,2,7,11
86.52,Cement Sand,Both,9,11,2
316.94,Cement Sand,Both,2,3,19
1432.13,Cement Sand,Internal,4,3,78
31.13,Cement Sand,Internal,1,8,1
61.55,Cement Sand,Both,3,10,1
115.26,Gypsum,Internal,2,13,1
172.8,Cement Sand,Both,5,15,3
550.27,Cement Sand,Internal,4,6,15
3730.9,Cement Sand,Internal,1,8,58
158.59,Cement Sand,External,1,5,5
47.77,Gypsum,Both,3,5,1
31.11,Cement Sand,Internal,1,10,1
151.21,Cement Sand,Internal,3,9,3
589.65,Gypsum,Both,3,5,16
116.34,Cement Sand,Both,10,18,2
196.2,Gypsum,External,2,7,3
173.26,Cement Sand,External,5,2,19
199.13,Cement Sand,Both,1,7,5
141.16,Cement Sand,Both,1,14,2
1063.31,Cement Sand,External,7,6,44
60.83,Cement Sand,Both,1,18,1
561.88,Cement Sand,External,2,3,32
25.31,Cement Sand,External,2,11,1
82.8,Gypsum,External,2,2,5
43.92,Cement Sand,Internal,3,10,1
670.16,Cement Sand,Both,1,14,8
824.09,Cement Sand,Internal,1,11,9
1701.28,Cement Sand,Internal,4,9,31
61.12,Cement Sand,Internal,1,8,1
2840.48,Cement Sand,Both,1,7,68
371.31,Cement Sand,Internal,1,4,12
106.56,Cement Sand,Internal,4,7,2
78.42,Gypsum,External,4,3,4
33.49,Cement Sand,Both,1,8,1
1215.6,Gypsum,Internal,1,5,20
1186.79,Gypsum,Internal,3,7,17
89.32,Cement Sand,Internal,1,3,4
1870.94,Gypsum,Both,4,14,19
177.19,Cement Sand,External,1,13,2
97.18,Cement Sand,Both,3,7,3
108.14,Gypsum,Internal,4,9,1
777.76,Cement Sand,Both,5,14,13
540.26,Cement Sand,External,3,17,6
167.86,Cement Sand,Both,4,4,9
210.77,Cement Sand,Internal,2,7,4
1492.68,Gypsum,Both,2,2,91
745.61,Gypsum,Internal,3,6,12
494.33,Cement Sand,External,4,9,11
122,Gypsum,Internal,3,8,2
98.98,Cement Sand,External,2,6,3
683.79,Cement Sand,External,1,8,13
1066.93,Cement Sand,External,4,10,22
187.88,Cement Sand,Both,2,1,34
303.36,Gypsum,Both,4,13,3
583.36,Gypsum,Internal,3,7,8
412.28,Gypsum,External,9,4,19
2361.95,Cement Sand,External,1,10,37
190.98,Gypsum,Both,1,19,1
380.08,Cement Sand,External,2,5,13
1128.59,Gypsum,External,2,3,43
514.88,Cement Sand,Internal,3,7,11
145.43,Gypsum,Internal,1,12,1
39.54,Cement Sand,Both,1,10,1
124.79,Cement Sand,Both,1,8,3
1841.46,Gypsum,Internal,1,13,12
57.35,Gypsum,Both,2,15,1
427.5,Gypsum,Both,3,5,11
54.09,Gypsum,External,1,8,1
1714.42,Gypsum,Both,1,1,190
26.96,Gypsum,Internal,1,15,1
1394.54,Cement Sand,Internal,3,10,21
43.13,Cement Sand,External,2,6,1
278.01,Gypsum,Internal,7,18,2
329.49,Gypsum,Internal,1,4,7
184.5,Cement Sand,External,2,5,6
126.65,Cement Sand,Internal,1,11,1
189.06,Cement Sand,External,4,6,6
693.85,Gypsum,Both,4,6,17
713.66,Gypsum,External,3,5,18
660.22,Cement Sand,External,5,1,144
2878.41,Gypsum,Both,2,9,39
121.85,Cement Sand,External,3,12,2
1530.77,Cement Sand,External,3,8,36
775.09,Cement Sand,External,1,15,8
1299.64,Cement Sand,External,6,12,25
571.58,Cement Sand,Internal,7,12,10
4587.91,Cement Sand,Internal,1,20,29
118.14,Cement Sand,Internal,1,6,2
2106.85,Cement Sand,External,2,3,121
2280.38,Gypsum,Internal,3,14,16
257.79,Cement Sand,Internal,7,8,6
77.16,Cement Sand,Internal,2,15,1
907.41,Gypsum,Both,1,9,11
3863.98,Gypsum,External,9,11,66
693.51,Cement Sand,Internal,4,1,113
235.94,Gypsum,Internal,4,4,6
130.8,Gypsum,Both,1,7,2
1751.67,Cement Sand,External,2,3,100
129.96,Cement Sand,External,2,1,22
131.1,Cement Sand,External,2,5,5
153.42,Cement Sand,Internal,2,13,2
332.66,Gypsum,Internal,2,1,30
4654.63,Cement Sand,External,2,15,53
333.21,Gypsum,External,1,10,3
81.56,Gypsum,External,3,8,1
322.42,Cement Sand,Internal,2,8,6
349.11,Gypsum,Both,3,7,7
425.46,Gypsum,Internal,4,10,5
190.72,Cement Sand,Internal,1,7,3
783.58,Cement Sand,External,1,11,11
50.24,Cement Sand,Internal,1,15,1
316.07,Gypsum,Internal,4,9,4
1456.21,Cement Sand,External,1,7,33
2014.98,Cement Sand,Both,5,3,157
62.53,Cement Sand,Internal,1,3,3
1389.68,Cement Sand,Internal,1,1,174
172.67,Cement Sand,External,4,1,35
1632.5,Gypsum,External,3,2,102
106.73,Cement Sand,Internal,4,7,2
2218.31,Gypsum,Internal,8,10,31
725.34,Cement Sand,Both,2,5,27
602.84,Gypsum,Internal,1,8,6
755.76,Cement Sand,Both,1,7,18
287.44,Cement Sand,External,2,11,4
799.93,Cement Sand,Internal,1,1,100
4267.77,Cement Sand,External,1,11,61
3723.66,Gypsum,External,6,17,34
368.75,Cement Sand,External,5,8,10
117.73,Cement Sand,Internal,1,8,2
3544.52,Cement Sand,External,1,8,69
691.28,Gypsum,External,1,15,5
608.51,Cement Sand,Internal,4,10,10
565.68,Cement Sand,Internal,4,6,15
2330.19,Cement Sand,Internal,1,6,49
548.67,Cement Sand,Internal,10,9,14
524.68,Gypsum,Internal,1,13,3
674.74,Cement Sand,Both,4,10,15
231.46,Gypsum,Internal,3,11,2
91.13,Cement Sand,Internal,1,14,1
653.72,Cement Sand,External,1,7,15
503.87,Cement Sand,External,7,9,14
143.46,Gypsum,Internal,1,1,12
114.98,Gypsum,Both,1,13,1
554.94,Cement Sand,Both,1,3,31
83.47,Cement Sand,External,3,8,2
470.33,Cement Sand,Internal,4,6,13
309.2,Gypsum,Both,4,8,6
49.1,Cement Sand,Internal,3,4,2
146.21,Gypsum,Both,1,2,8
2061.62,Cement Sand,Internal,2,10,28
633.58,Cement Sand,External,3,7,17
70.44,Gypsum,External,3,9,1
1703.82,Cement Sand,Internal,2,8,29
495.11,Gypsum,External,1,10,5
116.14,Gypsum,Both,3,8,2
554.9,Cement Sand,External,4,4,28
507.22,Cement Sand,Internal,1,14,5
521.39,Cement Sand,Both,1,10,9
398.19,Gypsum,Internal,1,2,17
249.92,Gypsum,Internal,1,13,2
157.09,Cement Sand,Internal,2,13,2
2199.53,Gypsum,Internal,3,3,73
1015.44,Cement Sand,Both,2,1,186
1642.4,Gypsum,Both,1,12,15
204.96,Cement Sand,Both,2,2,19
3020.72,Gypsum,Both,3,13,31
4403.3,Gypsum,External,2,9,56
1285.43,Cement Sand,External,3,2,121
198.81,Cement Sand,External,1,1,31
58.16,Cement Sand,Internal,1,15,1
1756.47,Cement Sand,External,1,17,16
60.8,Cement Sand,Internal,2,7,1
640.87,Cement Sand,Internal,2,4,22
261.21,Gypsum,Both,1,9,3
176.36,Cement Sand,External,1,6,5
444.68,Gypsum,Both,1,2,25
121,Gypsum,External,2,9,2
350.66,Gypsum,Both,2,6,7
94.57,Cement Sand,Internal,2,8,2
238.77,Gypsum,Internal,1,9,2
156.68,Cement Sand,Internal,3,3,8
586.68,Gypsum,External,8,7,15
193.58,Gypsum,Internal,3,3,6
3730.9,Cement Sand,Internal,2,3,171
1698.95,Gypsum,Internal,3,8,21
121.64,Gypsum,Both,6,4,5
659.63,Gypsum,Both,3,2,44
89.97,Gypsum,Internal,2,10,1
3211.17,Cement Sand,Internal,7,4,161
1864.26,Cement Sand,Internal,2,15,17
97.97,Cement Sand,Both,2,10,2
121.32,Cement Sand,Both,1,7,3
70.41,Cement Sand,Internal,4,5,2
420.15,Cement Sand,Internal,2,13,4
2425.46,Gypsum,Internal,1,2,101
758.44,Cement Sand,Internal,1,9,11
381.97,Cement Sand,Internal,4,20,3
181.38,Cement Sand,Internal,3,2,14
102.28,Cement Sand,External,4,10,2
361.3,Cement Sand,External,1,15,4
4574.04,Cement Sand,Both,1,12,64
42.69,Cement Sand,Internal,2,7,1
1162.02,Cement Sand,Internal,10,7,39
1271.37,Cement Sand,Internal,2,3,58
1556.26,Gypsum,Internal,1,3,43
30.26,Gypsum,Both,4,4,1
930.3,Gypsum,Both,7,2,83
3644.8,Gypsum,Internal,2,6,56
573.91,Cement Sand,Internal,1,2,36
523.5,Gypsum,Both,3,9,8
638.33,Gypsum,Both,8,2,60
812.39,Gypsum,Internal,1,1,68
886,Cement Sand,Both,2,4,41
1898.48,Gypsum,External,1,8,25
1937.05,Cement Sand,External,1,1,303
626.59,Cement Sand,Internal,5,4,27
2629.02,Gypsum,Both,3,7,50
1705.63,Gypsum,Internal,1,5,28
284.74,Cement Sand,External,5,10,6
112.55,Gypsum,Internal,3,1,11
611.21,Cement Sand,External,1,4,24
115.44,Cement Sand,External,8,7,4
39.64,Cement Sand,Both,2,14,1
623.89,Cement Sand,Internal,4,14,7
1811.61,Cement Sand,Both,4,9,44
120.09,Gypsum,External,1,19,1
145.8,Cement Sand,Both,2,15,2
411.69,Gypsum,External,3,7,7
3289.55,Cement Sand,Internal,2,13,35
120.49,Cement Sand,Both,3,7,3
1343.14,Gypsum,Internal,1,15,7
245.93,Gypsum,External,6,7,5
462.49,Cement Sand,External,2,11,7
1512.36,Gypsum,Both,2,2,92
677.04,Gypsum,External,2,8,10
161.02,Gypsum,External,8,6,5
4738.91,Gypsum,Internal,3,7,68
758.8,Cement Sand,External,1,2,59
3182.81,Cement Sand,External,1,4,124
692.39,Gypsum,External,1,10,7
1779.07,Cement Sand,Both,1,10,30
709.8,Gypsum,External,1,8,9
150.27,Gypsum,Internal,4,19,1
334.85,Cement Sand,External,1,10,5
1185.62,Gypsum,External,1,13,10
601.06,Cement Sand,Internal,4,9,11
314.73,Cement Sand,Internal,1,7,6
141.9,Gypsum,Both,2,8,2
192.92,Cement Sand,Internal,3,1,29
4858.55,Gypsum,Internal,1,5,81
2487.86,Gypsum,Internal,5,5,58
201.66,Gypsum,Internal,2,9,2
2161.12,Cement Sand,Internal,2,6,50
570.11,Cement Sand,Both,5,6,22
992.66,Gypsum,External,1,10,10
293.27,Cement Sand,Internal,2,15,3
307.28,Gypsum,External,1,6,5
336.21,Cement Sand,Internal,1,7,6
174.43,Cement Sand,External,4,10,4
738.18,Gypsum,Both,4,10,11
917.09,Cement Sand,Internal,5,8,20
1678.98,Gypsum,External,3,12,17
114.06,Cement Sand,External,8,20,2
2445.34,Cement Sand,Internal,3,5,73
359.09,Cement Sand,Internal,9,14,6
529.32,Cement Sand,Internal,1,3,22
446.49,Cement Sand,Both,4,2,48
123.46,Gypsum,Internal,2,4,3
4543.36,Cement Sand,Both,3,2,454
160.7,Gypsum,External,1,15,1
1814.15,Cement Sand,External,3,18,19
37.46,Cement Sand,Both,7,6,2
712.96,Gypsum,Internal,3,4,18
29.81,Gypsum,Internal,9,15,1
46.27,Cement Sand,Internal,1,8,1
434.35,Cement Sand,External,2,10,7
64.76,Cement Sand,Internal,1,11,1
27.71,Gypsum,Internal,1,10,1
750.97,Cement Sand,Internal,1,5,19
181.82,Cement Sand,Internal,3,5,5
187.89,Cement Sand,Both,3,6,6
172.68,Cement Sand,Internal,6,6,5
69.04,Cement Sand,External,2,7,2
73.4,Cement Sand,Internal,1,10,1
143.37,Cement Sand,Internal,2,7,3
122.41,Gypsum,Internal,2,3,4
510.93,Cement Sand,Internal,1,3,21
516.88,Cement Sand,Internal,1,7,9
184.8,Cement Sand,Both,1,4,8
170.74,Cement Sand,External,1,3,9
48.55,Cement Sand,Both,2,18,1
2388.51,Cement Sand,External,2,10,41
55.66,Cement Sand,Internal,1,13,1
194.87,Cement Sand,Internal,1,4,6
687.66,Cement Sand,Internal,3,6,17
2116.12,Cement Sand,Internal,1,10,26
449.38,Cement Sand,Internal,1,5,11
155.53,Gypsum,Both,4,10,2
2336.85,Cement Sand,Internal,9,13,40
412.14,Cement Sand,Both,6,5,21
750.32,Gypsum,Internal,2,10,7
267.32,Cement Sand,Internal,2,10,4
908.2,Gypsum,Internal,2,3,28
490.48,Cement Sand,Internal,1,19,3
118.23,Cement Sand,Internal,2,13,1
67.52,Cement Sand,External,1,15,1
40.57,Cement Sand,External,2,12,1
1497.7,Cement Sand,Internal,2,8,26
1173.72,Cement Sand,Internal,3,2,88
118.61,Cement Sand,Internal,2,2,8
222.22,Cement Sand,Internal,3,9,4
482.9,Gypsum,External,1,7,7
211.64,Cement Sand,Internal,3,7,5
188.77,Cement Sand,Internal,6,13,3
66.35,Cement Sand,Internal,5,12,1
246.48,Gypsum,Both,3,1,33
270,Cement Sand,External,1,10,4
2488.05,Cement Sand,External,10,1,739
441.24,Cement Sand,Both,3,1,88
80.66,Cement Sand,Internal,3,7,2
424.14,Gypsum,Internal,3,3,14
1309.69,Cement Sand,Both,3,6,44
98.25,Cement Sand,Internal,2,7,2
25.61,Gypsum,Internal,2,15,1
595.52,Gypsum,Internal,1,1,50
1367.31,Cement Sand,Both,3,11,25
575.69,Cement Sand,Both,3,9,13
718.79,Cement Sand,Internal,2,2,49
4408.65,Cement Sand,External,2,20,38
79.36,Cement Sand,External,1,6,2
500.19,Cement Sand,Internal,1,9,7
192.21,Cement Sand,External,1,7,4
90.53,Cement Sand,Both,1,10,2
86.07,Gypsum,Both,7,14,1
319.37,Cement Sand,External,1,10,5
2171.27,Cement Sand,Internal,3,4,81
870.58,Gypsum,Internal,1,8,9
462.57,Cement Sand,External,2,8,10
2399.57,Gypsum,External,2,1,275
2472.69,Cement Sand,Internal,2,5,68
155.5,Cement Sand,External,2,3,9
479.52,Cement Sand,Internal,1,15,4
762.16,Cement Sand,Internal,2,11,10
3822.65,Cement Sand,Internal,1,3,159
429.01,Gypsum,Internal,1,7,5
1725.37,Gypsum,External,3,10,22
267.78,Cement Sand,External,2,9,5
186.99,Cement Sand,Internal,6,1,35
457.03,Cement Sand,External,4,9,10
2249.88,Cement Sand,Internal,1,16,18
33.23,Gypsum,Internal,7,8,1
1285.35,Cement Sand,Internal,1,10,16
146.5,Cement Sand,Internal,2,20,1
441.47,Gypsum,Internal,4,1,48
372.49,Cement Sand,Internal,8,12,7
3439.81,Gypsum,External,1,15,24
406.57,Cement Sand,Both,1,8,8
222.7,Cement Sand,External,1,6,6
808.2,Cement Sand,Internal,1,7,14
204.79,Gypsum,External,1,4,5
140.44,Cement Sand,Both,1,7,3
358.43,Gypsum,External,2,4,10
378.17,Cement Sand,Internal,2,6,9
2061.77,Gypsum,Internal,1,8,21
612.14,Cement Sand,Internal,3,2,46
1424.88,Gypsum,Internal,5,7,24
1134.14,Gypsum,Both,2,15,9
175.31,Cement Sand,Internal,1,14,2
336.31,Cement Sand,External,1,10,5
260.82,Gypsum,External,2,9,3
211.69,Cement Sand,Internal,1,8,3
127.25,Cement Sand,Internal,3,9,2
702.06,Cement Sand,External,2,1,121
335.88,Gypsum,External,4,16,3
598.51,Cement Sand,Internal,4,8,12
172.89,Gypsum,Internal,1,10,1
670.54,Gypsum,External,1,17,4
422.19,Gypsum,External,1,13,3
97.18,Cement Sand,Internal,2,7,2
42.64,Gypsum,External,1,2,2
1369.85,Gypsum,Internal,1,2,57
2388.35,Cement Sand,Internal,1,5,60
879.6,Cement Sand,Internal,6,9,18
185.46,Cement Sand,Internal,3,13,2
